oare_id,parent_oare_id,bucket,source,target,top1_neighbor_oare_id,top1_neighbor_source,top1_neighbor_target,top1_score,top3_mean_score,top1_target_chrfpp,topk_neighbor_ids,topk_scores
02351a98-b66c-42eb-90a7-11d834afe8e8__c3of6,02351a98-b66c-42eb-90a7-11d834afe8e8,chunk4_6,a-ta a-ma-kam <gap> nim <gap> mu-ur ŠU.NÍGIN ṣú-ba-tí-kà <gap> me-at <gap> TÚG.ḪI-a i-ŠÀ 4 ku-sí-a-tim 2 TÚG bu-ra-e a-na 27.8333 ma-na 2 GÍN AN.NA <gap>-nim ta-la-qé 1 me-at <gap> ṣú-ba-tù <gap> lu,"either <gap> 7 Abarnian textiles <gap> fine -textiles <gap> 1 <gap> 30 fine -textiles <gap> apart from 4 textiles <gap>50 textiles for <gap> 7 textiles, the import duty, <gap> textiles for the wrapping <gap> your -textiles <gap> Kurub-Ištar <gap> sealed <gap> in the house <gap> are available <gap> that you gave to Ali-ahum, <gap> donkeys died during the journey, their <gap> he",5625a003-fe95-49a3-88c8-59de0102822d__gc1of1,ŠU.NÍGIN KÙ.BABBAR-pì-kà 15 ma-na 10 GÍN lu ša AN.NA ú ṣú-ba-tí-kà ku-nu-ki-ni ṣí-li-a na-áš-a-ku-um,"Total of your silver: 15 minas 10 shekels, Ṣilliya brings you under our seal - both that from the tin and that from your textiles.",0.308663947664676,0.29482972734385854,9.957007933741245,5625a003-fe95-49a3-88c8-59de0102822d__gc1of1|5625a003-fe95-49a3-88c8-59de0102822d|93c41494-4cd9-4321-bc54-ebf24ad45316__c3of5__gc1of1,0.3087|0.3087|0.2672
02351a98-b66c-42eb-90a7-11d834afe8e8__c4of6,02351a98-b66c-42eb-90a7-11d834afe8e8,chunk4_6,ku-ta-nu <gap> 7 TÚG a-ba-ar-ni-ú <gap> TÚG kam-sú-tim dam-qú-tim 1 ku-ta-num ù ku-<gap>-ar ir-<gap> i-na <gap>-a-šùr <gap> 30 TÚG ku-ta-ni SIG₅ <gap> e-zi-ib 4 TÚG <gap>-šu 11 ma-na,"bought for 32 shekels of silver; 23 donkeys has <gap>-Aššur <gap> to Burušhaddum; <gap> 10 donkeys Ali-ahum left in support of your goods. 1 donkey <gap> bought. Of the 2 minas of silver that you gave for his disposal 32 shekels of silver he paid as the price of <gap> For the rest of your silver, <gap> minas 2 shekels of his tin",11664174-0d50-4c2c-ba9c-c0799362648b__c2of5,ša i-na ku-nu-uk ili₅-we-da-ku kà-an-ku-ni i-a-tí i-lu-ku a-ḫa-ma 46 TÚG a-bar-ni-ú lu kam-sú-tum lu ni-ib-ra-ru ša ku-ta-ni SIG₅ DIRI ŠU.NÍGIN 6 me-at 84 TÚG.ḪI.A e-zi-ib ša,"sealed tin and 5 minas each of extras, together with the expense tin; 34 black donkeys and their harness, 2 textiles of the, 2 minas of refined silver, 8 robes of -type, 2 of fine quality, 1 talent of scrap metal <gap> 3 textiles <gap> 2 belonging to the harnessors <gap> Ali-ahum and Šēp-Ištar bring to you.",0.33244725691821725,0.3157094596399029,24.838034886754016,11664174-0d50-4c2c-ba9c-c0799362648b__c2of5|19eba8f0-e5cb-4ccd-b9f0-386ca003953e__c2of6|4b488358-7f70-408a-b5a3-860627e05b6d__c1of2,0.3324|0.3162|0.2985
02351a98-b66c-42eb-90a7-11d834afe8e8__c5of6,02351a98-b66c-42eb-90a7-11d834afe8e8,chunk4_6,<gap>-6 GÍN <gap> ri <gap> ta-ma <gap> 4 me-at 7 <gap>-tim <gap> 50 TÚG a-na <gap> 7 TÚG ni-is-ḫa-tum <gap> 20 <gap> a-na <gap> ú 3,"600 nails <gap> I returned to you. 86 green ones <gap> of the wool <gap> 5 minas 8 shekels of tin <gap> 24 minas each. 1 talent of copper that your eye <gap> and 4 <gap> 20-<gap> minas 5 shekels of tin under your seal <gap> that when they <gap> released, now, 4 talents 12 minas of theirs; 27! 0.8333 minas 2",6f431fff-ca60-427e-aede-2bd845e1be5a__c3of3,<gap> ta <gap> áš <gap> ta al ta zi it <gap> a-ša-kà-ku-ni <gap> a-na <gap> na <gap> me-ma <gap> me <gap> zu <gap> TÚG <gap> me-at <gap>,""" Urgent, my dear brothers and lords, he terrified the house there <gap> His message should come to my representatives, so I can set out and come <gap>""",0.34591559616656176,0.33944891595152354,12.185056669539554,6f431fff-ca60-427e-aede-2bd845e1be5a__c3of3|6f431fff-ca60-427e-aede-2bd845e1be5a__c3of3__gc1of1|b0bce1f2-91d5-4812-88ca-715f51e96c4e__c1of2,0.3459|0.3459|0.3265
02351a98-b66c-42eb-90a7-11d834afe8e8__c6of6,02351a98-b66c-42eb-90a7-11d834afe8e8,chunk4_6,me-at 17 <gap> TÚG ša li-we-tim <gap> TÚG ku-ta-nu-kà <gap> kur-ub-IŠTAR 5 <gap> ku-nu-ki <gap> ku-ta-nu i-na É <gap>-kà i-ba-ší-ú i-na <gap> ša a-na a-la-ḫi-im ta-dí-nu <gap> ANŠE i-n,"shekels of tin he received for 4 robes and 2 -textiles, and your tin, 5 talents 57 minas 7 shekels - 4 talents <gap> Dadaya <gap> Qaqqadānum <gap> and 0.5 mina Aššur-<gap> of 48 <gap> Uzuwa to Kanesh <gap> tin and textiles 10 <gap> 10.5 minas of tin <gap> to the son of Ikra<gap> the rest of your tin: 30 <gap> in <gap>""",7017170b-b6fa-4537-a64e-e010c9306db6__gc1of1,96 ku-ta-nu ša ì-lí-a 12 ku-ta-nu ša a-šur-lá-ma-sí 1 me-at <gap> ša kur-ub-IŠTAR 1 me-at LÁ 2 ša e-lá-ma,"96 -textiles of Iliya, 12 -textiles of Aššur-lamassī, 100 of Kurub-Ištar, 98 of Elamma.",0.43481523863879795,0.39933299038938147,10.396369308846877,7017170b-b6fa-4537-a64e-e010c9306db6__gc1of1|7017170b-b6fa-4537-a64e-e010c9306db6|65e9a0b3-6079-4e74-a539-655d09b7b241__c1of4,0.4348|0.4348|0.3284
02d16b63-3fab-4c1d-8262-4cd74f6532f1,02d16b63-3fab-4c1d-8262-4cd74f6532f1,chunk2_3_tag_rich,9 GÍN AN.NA e-lu-ḫu-ut 10 GÍN AN.NA ú šál-ša-tim en-na-nu-um <gap> ma-na <gap>,9 shekels of tin: Eluhut;,456c0e74-686c-4bb3-a668-b52a15044b6c__c2of3,ma-na AN.NA ša-a-ma-nim ù 40 ma-na AN.NA ša li-bi-kà ra-dí-ma iš-té-ni-iš 1 GÚ AN.NA šé-bi-lam AN.NA lu ù <gap> 40 ma-na AN.NA ša li-bi-kà en-nam-a-šur li-ik-nu-uk AN.NA,"send me 1 talent of tin The tin should <gap> Ennam-Aššur should seal the 40 minas of tin in your possession The tin that you purchase yourselves, you personally must seal it together with him",0.25471451219646774,0.25421741677755844,12.335086035057525,456c0e74-686c-4bb3-a668-b52a15044b6c__c2of3|456c0e74-686c-4bb3-a668-b52a15044b6c__c2of3__gc1of1|93c41494-4cd9-4321-bc54-ebf24ad45316__c3of5__gc1of1,0.2547|0.2547|0.2532
041c9029-8f6f-40f8-989b-77a75878221c__c1of2,041c9029-8f6f-40f8-989b-77a75878221c,chunk2_3_tag_rich,a-na a-lá-ḫi-im qí-bi₄-ma um-ma PUZUR₄-a-šur-ma 0.5 ma-na KÙ.BABBAR a-na pá-ni-a ša a-ḫu-zu-ma tù-šé-bi₄-lá-ni 0.5 ma-na KÙ.BABBAR ku-nu-ki-a en-na-num DUMU ku-zi-a ub-lá-ku-um a-ḫi a-ta na-áš-pè-ra-tim ša a-lim{ki} ša,"To Ali-ahum from Puzur-Aššur: 0 5 mina of silver that I acquired for myself( ) and you sent to me, 0 5 mina of silver under my seal Ennānum son of Kuziya brought to you My dear brother, pay attention to the missives from the City that Ennānum brought to you, and give it (an answer",6522a4a2-9ef7-4160-b84f-d19c2effb195,a-na a-lá-ḫi-im qí-bi₄-ma um-ma PUZUR₄-a-šur-ma 0.5 ma-na KÙ.BABBAR ša a pá-ni-a a ḫu-ra-ma tù-šé-bi₄-lá-ni-ma 0.5 ma-na KÙ.BABBAR ku-nu-ki-a en-na-nu-um DUMU ku-zi-a na-áš-a-ku-um na-áš-pè-ra-tum ša a-lim{ki} ša a-ṣé-ri-kà ub-lu-ni-ku-ni a-ḫi a-ta a ba-tí-qí-im pá-ni-im <gap> ub-lu,"To Ali-ahum from Puzur-Aššur: As to the 0.5 mina of silver that you sent to me in hurrama, Ennānum son of Kuziya brings you 0.5 mina of silver under my seal. The missives from theCity that they brought to you, my dear brother, to the first express caravan <gap>",0.7421925680451341,0.48434319610122695,60.87174464455525,6522a4a2-9ef7-4160-b84f-d19c2effb195|8d328800-b327-4cae-9821-00b7e19ad967__c1of4|e67e6f74-63c3-4940-8e9d-788c10d9fa1d__gc1of1,0.7422|0.3558|0.3551
041c9029-8f6f-40f8-989b-77a75878221c__c2of2,041c9029-8f6f-40f8-989b-77a75878221c,chunk1_3_plain,en-na-num ub-lá-ku-ni i-ḫi-id-ma a ba-tí-qí-im pá-ni-im-ma dí-in-ma lu-ub-lu iš-tí wa-ṣí-im pá-ni-im-ma lu-ṣí-am,) to the very first express transport so they may bring it He should leave with the first travellers to depart,6522a4a2-9ef7-4160-b84f-d19c2effb195,a-na a-lá-ḫi-im qí-bi₄-ma um-ma PUZUR₄-a-šur-ma 0.5 ma-na KÙ.BABBAR ša a pá-ni-a a ḫu-ra-ma tù-šé-bi₄-lá-ni-ma 0.5 ma-na KÙ.BABBAR ku-nu-ki-a en-na-nu-um DUMU ku-zi-a na-áš-a-ku-um na-áš-pè-ra-tum ša a-lim{ki} ša a-ṣé-ri-kà ub-lu-ni-ku-ni a-ḫi a-ta a ba-tí-qí-im pá-ni-im <gap> ub-lu,"To Ali-ahum from Puzur-Aššur: As to the 0.5 mina of silver that you sent to me in hurrama, Ennānum son of Kuziya brings you 0.5 mina of silver under my seal. The missives from theCity that they brought to you, my dear brother, to the first express caravan <gap>",0.3150478409856307,0.26215782075878696,26.951185822239353,6522a4a2-9ef7-4160-b84f-d19c2effb195|a5de48e0-ba80-46bf-a668-e0ab9d43f516__c4of7|d5680bee-6195-467d-86ca-b25f361aff95__c1of5,0.3150|0.2399|0.2316
04939319-b287-455f-9634-e86658e6e392,04939319-b287-455f-9634-e86658e6e392,chunk1_3_plain,a-na a-ḫa-tim KIŠIB a-lá-ḫi-im ù KIŠIB i-dí-a-bi₄-im,To Ahātum; seal of Ali-ahum and seal of Iddin-abum.,aa9472cb-cabe-4241-a315-e9c8e564b7d0,a-na en-nam-a-šur KIŠIB a-lá-ḫi-im ù a-mur-IŠTAR,"To Ennam-Aššur, sealed by Ali-ahum and <gap>-Ištar.",0.44221933608274894,0.4404837903831062,29.11566280970423,aa9472cb-cabe-4241-a315-e9c8e564b7d0|aa9472cb-cabe-4241-a315-e9c8e564b7d0__gc1of1|abff8ae8-c423-44f9-8278-f3d1f0990abd,0.4422|0.4422|0.4370
04e66f12-63a3-45ce-b27a-cc74cea47f60__c1of5,04e66f12-63a3-45ce-b27a-cc74cea47f60,chunk4_6,KIŠIB a-lá-ḫi-im DUMU e-lá-lí KIŠIB en-nam-a-šur DUMU en-na-sú-in KIŠIB dan-a-šur DUMU šál-mì-ḫi-im KIŠIB pu-šu-ki-in DUMU sú-e-a šu-ma a-šur-ta-ak-lá-ku na-ru-qám a-na,"Seal of Ali-ahum son of Elāli, seal of Ennam-Aššur son of Enna-Suen, seal of Dan-Aššur son of Šalim-ahum, seal of Pūšu-kēn son of Sueyya If Aššur-taklāku has given a joint-stock investment to Ennam-Aššur, then he will receive 2",aa9472cb-cabe-4241-a315-e9c8e564b7d0,a-na en-nam-a-šur KIŠIB a-lá-ḫi-im ù a-mur-IŠTAR,"To Ennam-Aššur, sealed by Ali-ahum and <gap>-Ištar.",0.3985003304911801,0.3976128148058018,11.162904926958978,aa9472cb-cabe-4241-a315-e9c8e564b7d0|aa9472cb-cabe-4241-a315-e9c8e564b7d0__gc1of1|9d785f0e-87be-42b5-bf16-baf45957a7be__gc1of1,0.3985|0.3985|0.3958
04e66f12-63a3-45ce-b27a-cc74cea47f60__c2of5,04e66f12-63a3-45ce-b27a-cc74cea47f60,chunk4_6,en-nam-a-šur i-tí-dí-in i-na 1 GÚ 2 ma-na KÙ.BABBAR ša ṭup-pì-šu ḫa-ar-mì-im ša en-nam-a-šur 2 ma-na KÙ.BABBAR i-lá-qé-ma 3 ma-na KÙ.GI iš-tí um-me-a-ni-šu šu-mì pu-šu-ki-in i-lá-pá-at,"minas of silver out of the 1 talent 2 minas of silver in his certified tablet, belonging to Ennam-Aššur, and he will write down 3 minas of gold in the name of Pūšu-kēn with his other investors",8154fdaf-852f-4fdb-a932-fdb598e4ac91__c2of2__gc1of1,1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ú-ṣa-áb šu-ma lá-ma u₄-me-šu ṭup-pu-šu i-lá-pu-tù 5 ma-na KÙ.GI šu-mì šu-{d}EN.LÍL i-lá-pá-at IGI a-mur-IŠTAR IGI en-nam-a-šùr,"5 shekel per month per mina If they write his tablet before his term is up, he shall book 5 minas of gold in the name of Šu-Illil Witnessed by Amur-Ištar, by Ennam-Aššur",0.3705279414122462,0.34990100492740006,32.9019739892357,8154fdaf-852f-4fdb-a932-fdb598e4ac91__c2of2__gc1of1|8154fdaf-852f-4fdb-a932-fdb598e4ac91__c2of2|5560ec99-490b-4783-b235-47003ce74e01__c1of3,0.3705|0.3705|0.3086
04e66f12-63a3-45ce-b27a-cc74cea47f60__c3of5,04e66f12-63a3-45ce-b27a-cc74cea47f60,chunk4_6,šu-ma a-šur-ta-ak-lá-ku qá-sú im-ta-ḫa-aṣ <gap>-20 ma-na KÙ.BABBAR ki-ma 10 ma-na KÙ.GI iš-tù ḫa-muš-tim ša i-dí-a-šur ù i-ku-nim a-na 46 ḫa-am-ša-tim pu-šu-ki-in a-na en-nam-a-šur i-da-an-ma,"If Aššur-taklāku has refused him, then Pūšu-kēn will give 40 minas of silver, representing 10 minas of gold, within 46 weeks reckoned from the week of Iddin-Aššur and Ikūnum, and Pūšu-kēn will",e20a13b7-d098-4d9f-9675-2eae5c4f9aad__c8of9__gc1of1,i-šu iš-tù ḫa-muš-tim ša a-šur-re-ṣí a-na 14 ḫa-am-ša-tim i-ša-qal šu-ma lá,"to Aššur-ṭāb From the week of Pūšu-kēn and Ennum-Bēlum, month IV, eponymy of Aššur-idī Seal of Aššur-šamšī, son of Ilī-tūram, that Ištar-ilšu, son of Azuzaya, owes 45 shekels of refined silver to Aššur-ṭāb",0.3233435751052429,0.32311823357922526,26.234400573084482,e20a13b7-d098-4d9f-9675-2eae5c4f9aad__c8of9__gc1of1|e20a13b7-d098-4d9f-9675-2eae5c4f9aad__c8of9|45baefd1-bf22-4a45-b2f6-81d06fd7792f__c1of3,0.3233|0.3233|0.3227
