source,target,source_origin,license_note,row_origin,oare_id,sentence_uuid,genre_label,label,anchor_token,anchor_type,source_token_len,target_word_len,builder
0.33333 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ku-lu-uk-lu a-ḫu-qar i-šu iš-tù ḫa-mu-uš-tim ša a-ba-ba-a-a a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma i-na u4-mì-šu ma-al-ú-tim lá iš-qú-ul ki-ma a-wa-at kà-ri-im i-na ITU.KAM ṣí-ib-tàm ú-ṣa-áb ITU.KAM na-ar-ma-ak a-šur ša ke-na-tim li-mu-um ša qá-tí bu-zu-zu IGI a-šur-SIPA IGI ku-ra IGI en-nam-a-šur,"Kuluklu owes 1/3 mina 5 shekels refined silver to Aḫu-waqar.
From the ḫamuštum of Ababāya h has 13 weeks to pay.
If at the completeion of the term he does not pay the word of te colony will be added per month in interest.
Month: Narma Aššur of kēnātim, Eponymate after Buzuzu",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,90c8707d-f502-d8e7-ef45-9a94e3666552,,debt note,Cuneiform Tablet BIN 4 210 (NBC 1892),,,46,52,taskform_winner_a1_silver_builder
0.33333 ma-na 6 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er lá-qé-ep DUMU a-šur-ma-lik a-dí-ma-tum tí-šu iš-tù ḫa-mu-uš-tim ša en-na-ma-nim ù a-lá-ḫi-im a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im 1.5 GÍN.TA ṣí-ib-tám ú-ṣa-áb,"Lāqēp s. Aššur-mālik owes Adi-matum (f) 1/3 mina 6 shekels refined silver.
He will pay 13 ḫamuštum weeks from the ḫamuštum of Ennamānim and Al-aḫim.
If he does not pay (on time), he will add 1 1/2 shekels at the rate of the colony as interest.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,9886ba0d-9b82-4d08-aaef-a00d071cde8e,,debt note,Cuneiform Tablet ICK 1 121,,,32,46,taskform_winner_a1_silver_builder
0.33333 ma-na 7 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er en-na-nim im-dí-lu-um i-šu iš-tù ḫa-mu-uš-tim ša šu-be-lim DUMU a-na-lí a-na 8 ḫa-am-ša-tim i-ša-qal šu-ma i-na u4-me-šu ma-al-ú-tim lá iš-qú-ul ki-ma a-wa-at kà-ri-im ú-ṣa-áb IGI en-nam-a-šur,"Ennanim owes Imdi-ilum 1/3 mina 7 shekels refined silver.
He will pay 8 ḫamuštum weeks from the ḫamuštum of Šū-Bēlim s. Anali.
If he does not pay at the fulfillment of his term, he will add (interest) at the rate of the colony.
Witnesses: Ennam-Aššur",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,b05376c2-fc3d-49f8-9792-a25c0df9c383,,debt note,Cuneiform Tablet ICK 1 146,,,32,45,taskform_winner_a1_silver_builder
0.33333 ma-na 8 GÍN KÙ.BABBAR i-ṣé-er a-šur-lá-ma-sí ù na-qí-du a-šur-GAL i-šu iš-tù ḫa-mu-uš-tim ša a-šur-ma-lik 14 GÍN KÙ.BABBAR a-na ša-na-at i-ša-qú-lu 14 GÍN KÙ.BABBAR a-na ša-ni-tim ša-tí-im i-ša-qú-lu KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu ra-ki-is ITU.KAM ma-ḫu-ur-DINGIR li-mu-um ša qá-tí ṣí-lu-lu IGI i-dí-{d}UTU IGI a-šur-ta-ak-lá-ku DUMU e-nu-be-lim IGI a-ma-lu-šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ú-ṣú-bu,"Aššur-lamassī and Naqidu owe Aššur-rabi 28 shekels silver.
They will pay 14 shekels silver from the ḫamuštum of Aššur-mālik.
They will pay 14 shekels silver in the second year.
The silver is bound to whichever among them is solvent.
Month: Maḫḫur-ilī.
Eponymate: The one after Šilūlu.
If they do not pay (on time) they will add according to the rate of the colony.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,679827c7-bb12-2189-07c2-9854f3d221c7,,debt note,Cuneiform Tablet TMH 1 13d,,,53,63,taskform_winner_a1_silver_builder
0.33333 ma-na <gap> GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er <gap> a-šùr-e-mu-qí i-šu iš-tù ḫa-mu-uš-tim ša kà-ší-im ša qá-tí a-šùr-ma-lik ù i-na-a ITU.1.KAM be-el-tí-É.GAL li-mu-um ša qá-tí ku-bi4-a a-na ITU.1.KAM i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA a ma-na-im i-na ITU.1.KAM-im ṣí-ib-tám ú-ṣa-áb IGI šu-IŠTAR DUMU IGI i <gap> DUMU <gap>,"... owes Aššur-emūqī 1/3 mina shekels refined silver.
He will pay per month from the ḫamuštum ša qāti Aššur-mālik and Innāya, month bēlet-ekallim, the year after Kūbīya.
If he does not pay, he will add interest at the rate of 1 1/2 shekels per mina per month.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,2f673bf0-dd13-4a4a-8641-a8a980ce80e0,,unknown,Cuneiform Tablet Kt c/k 1276 (AKT 9a 84),,,47,47,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR i-na me-ši-it e-la-tim i-na e-la-at šu-ku-bi-im DUMU qá-a-tim i-na É kà-ri-im a-la-qé,I will take 1/3 mina silver from the fund of the caravan from the caravan do Šū-Kūbum s. Qaʾatum at the colony office.,oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,6fcf9a5c-d31f-4594-9172-8fc44228d98e,,unknown,Cuneiform Tablet ICK 1 157,,,15,23,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR i-na ṣé-er na-ḫi-ìš-tim ù IŠTAR-la-ma-sí a-šùr-na-da i-šu iš-tù ḫa-mu-uš-tim ša da-lá-áš ù tù-ùḫ-ni-iš 1 GÍN.TA i-na ITU.KAM ṣí-ib-tám ú-ṣa-ba en-nam-IŠTAR e-ru-ba-tù-a IGI a-zu-a-a IGI i-dí-a-bi-im IGI i-dí-sú-en6,"Naḫištum and Ištar-lamasī owe Aššur-nādā 1/3 mina silver.
They will add 1 shekel per month as interest from the ḫamuštum-week of Dalaš and Tuḫniš.
Ennam-Ištar is my guarantor.
Witnesses: Azua, Idī-abum, Idī-Suen.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,7200b492-4164-491f-b0f6-e5e0b9c2c225,,unknown,Cuneiform Tablet Prague I 462a,,,30,32,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR i-na ṣé-er šu-be-lim a-šùr-i-dí i-šu iš-tù ḫa-mu-uš-tim ša a-gu5-a 0.5 GÍN.TA i-na ITU.KAM ú-ṣa-áb ḫa-tí ù me-er-a-sà e-ru-ba-tù-a a-dí KÙ.BABBAR ú-ša-ba-a-ni-ni ma-ma-an ú-lá i-ṭá-ḫi-ší-na-tí IGI en-um-a-a IGI a-šùr-ma-lik,"He will add 1/2 shekel (per mina) per month (as interest) from the ḫamuštum of Agua.
Witnesses: Ennamāya, Aššur-mālik.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,914b7b36-cde7-447b-ac29-315307f9b520,,unknown,Cuneiform Tablet Kt a/k 454b (AKT 1 44 tab),,,31,19,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR i-ṣé-er ma-aḫ-ší ša pu-nu-a ù ni-wa-aḫ-šu-šar ù ší-wa-na-la a-šùr-ma-lik i-šu a-na qí-tí-ip ki-ra-nim i-ša-qú-lu šu-ma la iš-qú-lu 2 GÍN.TA ṣí-ib-tám i-na ITU.KAM ú-ṣú-bu IGI en-um-a-šùr IGI PUZUR4-a-šùr IGI ḫa-pu-a-la,"The maḫši of Punuwa, Niwaḫšušar, and Šiwanala owe 1/3 minas silver to Aššur-mālik.
They will pay at picking of the ""mother"" grapes.
If they do not pay, they will add interest at the rate of 2 shekels per month.
Witnesses: Ennum-Aššur, Puzur-Aššur, Ḫappu-ala",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,e7d13ac7-b491-4ec3-bfa5-2f1167216825,,debt note,Cuneiform Tablet AKT 1 4 (Ank. 2800),,,32,43,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR i-ṣé-er šu-iš-ḫa-ra ú-zu-a i-šu 1 GÍN.TA KÙ.BABBAR i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ITU.KAM ma-ḫu-ur-ì-lí DINGIR 5 u4-mì-im i-za-az li-mu-um sí-in-iš-me-a-ni IGI sú-kà-li-a IGI a-šùr-i-mì-tí,Šū-Išḫara owes Uzuwa 1/3 mina silver.,oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,67026ab1-a529-4102-bf76-73cbc08f4506,,debt note,Cuneiform Tablet Kt a/k 909 (AKT 1 35),,,26,6,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR ku-za-a ù šu-be-lum 16 GÍN KÙ.BABBAR <gap> i-na <gap> ša-al-ša-tim <gap>,"As for the 1/3 mina silver, Kuzāya and Šū-Bēlum ... 16 shekels silver.
... ina ... šalšatim ...",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,9d23fc8a-a82a-497c-ae4a-e1c01cc184b0,,unknown,Cuneiform Tablet ICK 2 325 (Ka 824),,,14,18,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR li-té-e SIG5 i-ṣé-er i-šar-da-ga-an ù da-ak-ni-iš DUMU-me-er-i-šu a-šùr-ma-lik i-šu ku-zi-lá-zu a-na KÙ.BABBAR qá-tá-tum iš-tù ḫa-muš-tim ša a-šùr-ma-lik a-na ša pá-ar-kà i-ša-qú-lu-ú šu-ma lá iš-qú-lu-ú 0.5 GÍN.TA a-na 0.33333 ma-na-im ṣí-ib-tám i-na ITU.KAM-im ú-ṣú-bu-ú IGI šu-IŠTAR DUMU iš-du-ke-en6 IGI i-ku-nim DUMU e-lá-lí,Kuzilāzu is guarantor for the silver.,oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,03bd3de2-f404-5a2e-a364-35c4685a6660,,debt note,Cuneiform Tablet Kt v/k 34 (AKT 3 6),,,44,6,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR ša a-šur-GAL a-na a-šur-DUG ḫa-bu-lu-ma i-na ṭup-pí-šu DAM.GÀR-ra-am il5-pu-tù KÙ.BABBAR ma-nu-ba-al-ma-a-šur il5-qé šu-ma DAM.GÀR-ru-um ú-ul a-šur-DUG a-na a-šur-GAL i-tù-ar ma-nu-ba-al-ma-a-šur ú-ba-áb-šu ITU.KAM ṣí-ip-im li-mu-um {d}IŠKUR-ba-ni IGI i-ku-pí-a-šur IGI a-šur-lá-ma-sí i-na ḫa-mu-uš-tim ša a-mur-a-šur DUMU ì-lí-a KÙ.BABBAR il5-qé,"Mannum-bālum-Aššur took the 1/3 mina silver which Aššur-rabi owed to Aššur-ṭāb, and about which he wrote the word merchant in his tablet.
If the merchant is not Aššur-ṭāb, he will return Aššur-rabi.
Mannum-bālum-Aššur will clear him.
Month: Ṣipʾum.
Eponymate: Adad-bāni.
Witnesses: Ikūn-pī-Aššur, Aššur-lamassī.
He took the silver during the ḫamuštum of Amur-Aššur s. Iliya.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,882d6b32-0e76-8484-126c-059372fd5590,,settlement of accounts,Cuneiform Tablet TMH 1 18e,,,40,54,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR ší-im am-tim ša-at-a-šur šu-a-num DUMU i-na-sú-en6 ša-bu šu-ma ma-ma-an a-na am-tim ší-a-tí a-na lá-ma-ša DUMU a-lí-lí i-tù-ar šu-a-num ú-ba-áb-šu,"Šū-Anum s. Enna-Suen has satisfied the 1/3 mina silver, the price of the servant girl of Šāt-Aššur.
If anyone returns to Lamašša d. Alili concerning this servant girl, Šū-Anum will clear him/her.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,1b63f1bc-db10-b297-6f03-2bb746868606,,purchase guarantee,Cuneiform Tablet BIN 4 212 (NBC 3785),,,22,32,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-mur-{d}UTU a-šur-DUG i-šu iš-tù ḫa-muš-tim ša i-dí-a-bi4-im a-na 15 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA a-na <gap> 1 ma-na-im ṣí-ib-tám i-na ITU.KAM-im ú-ṣa-áb ITU.KAM ku-zal-lim li-mu-um ṣí-lu-lu IGI šu-sú-en6 IGI a-šur-i-mì-tí IGI a-ni-na,"Amur-Šamaš owes Aššur-tāb 1/3 mina refined silver.
He will pay 15 weeks from the ḫamuštim of Iddin-abim.
If he does not pay (on time), he will add 1 1/2 shekels per mina per month as interest.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,f2b0402b-1c69-4d5f-92ed-1240b94339c4,,debt note,Cuneiform Tablet Kt a/k 691 (AKT 1 38),,,39,36,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ša-at-é-a ù a-ta-ta DINGIR-na-da i-šu iš-tù ḫa-mu-uš-tim ša {d}MAR.TU-ba-ni ù a-šur-na-da a-na 10 ḫa-am-ša-tim i-ša-qú-lu KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu ra-ki-is IGI dan-a-šur IGI lá-qé-ep ITU.KAM a-lá-na-tim li-mu-um DUG-a-šur,"Šāt-Ea and Adada owe Ilī-nādā 1/3 mina refined silver.
They will pay ten weeks from the ḫamuštum of Amurrum-bāni and Aššur-nādā.
The silver is bound to whomever is financially solvent.
Witnesses: Dān-Aššur, Lāqēp.
Month: Allānātum.
Eponymate: Ṭāb-Aššur.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,563d9ff1-f851-4ccc-b6de-fe1b04450160,,debt note,Cuneiform Tablet ICK 1 104,,,33,37,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er šu-sú-en6 DUMU PUZUR4-a-na a-šùr-ba-ni DUMU ku-ta-a i-šu iš-tù ḫa-muš-tim ša e-na-sú-en6 DUMU šu-IŠTAR a-na <gap> ḫa-am-ša-tim i-ša-qal a-na a-lim{ki} ú-ša-ak-ša-sú šu-ma a-na a-lim{ki} lá uš-ta-ak-ší-da-šu ma-ḫe-er a-lim{ki} a-šùr AN.NA šál-ma-am ba-lim da-tim ú ta-ší-a-tim šu-sú-en6 i-ša-qal ITU.KAM ma-ḫu-ur-ì-lí li-mu-um ša qá-tí a-zu-ma IGI šu-ḫu-bur DUMU i-dí-a-bi4-im IGI a-bu-ša-lim DUMU ì-lí-a-lim,Šū-Suen s. Puzur-Anna owes Aššur-bāni s. Kudāya 20 shekels of refined silver.,oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,9bcf1bd2-f12c-b04e-03b4-28fede6a32d7,,debt note,Cuneiform Tablet Kt 90/k 227 (TPAK 1 94),,,55,12,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am pu-šu-ke-en6 a-na ku-ṣí-a a-na bé-a-lim i-dí-in IGI PUZUR4.SA.TU DUMU 0.5,"Pūšu-kēn gave 1/3 mina refined silver to Kuziya as capital.
Witness: Puzur-sadu'e son of MAŠ.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,063ab271-8cce-758c-d31a-6160eaa9ac3e,,unknown,Cuneiform Tablet CCT 6 1a (BM 113579),,,14,15,taskform_winner_a1_silver_builder
0.33333 ma-na KÙ.GI pá-ša-lam ša ḫa-ra-an a-lim{ki} i-ṣé-er PUZUR4-a-na DUMU šu-lá-áb-ra-at i-dí-a-šùr i-šu iš-tù ḫa-mu-uš-tim ša bu-zu-ta-a ù la-qé-pì-im a-na 15 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA a-na 1 ma-na-im i-na ITU.1.KAM ú-ṣa-áb IGI ḫa-na-<gap> IGI ú-ra-<gap> a-šur-SIG5,"If he does not pay (on time), he will add (interest) at the rate of 1 1/2 shekels per mina per month.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,22c0af8d-0e75-433d-aef3-670b4cfb12b5,,debt note,Cuneiform Tablet ICK 1 160,,,39,22,taskform_winner_a1_silver_builder
