oare_id,parent_oare_id,chunk_index,chunk_mode,is_short_aligned,source,reference,prediction,src_char_len,ref_char_len,pred_char_len,pred_ref_char_ratio,pred_tok_len,ref_tok_len,pred_ref_tok_ratio,is_empty_pred,is_copy_source,has_bad_token_regex,is_exact_extra_id_0
02351a98-b66c-42eb-90a7-11d834afe8e8__c3of6,02351a98-b66c-42eb-90a7-11d834afe8e8,2,ratio,,"a-ta a-ma-kam <gap> nim <gap> mu-ur ŠU.NÍGIN ṣú-ba-tí-kà <gap> me-at <gap> TÚG.ḪI-a i-ŠÀ 4 ku-sí-a-tim 2 TÚG bu-ra-e a-na 27.8333 ma-na 2 GÍN AN.NA <gap>-nim ta-la-qé 1 me-at <gap> ṣú-ba-tù <gap> lu

Retrieved source: ŠU.NÍGIN KÙ.BABBAR-pì-kà 15 ma-na 10 GÍN lu ša AN.NA ú ṣú-ba-tí-kà ku-nu-ki-ni ṣí-li-a na-áš-a-ku-um
Retrieved English hint: Total of your silver: 15 minas 10 shekels, Ṣilliya brings you under our seal - both that from the tin and that from your textiles.","either <gap> 7 Abarnian textiles <gap> fine -textiles <gap> 1 <gap> 30 fine -textiles <gap> apart from 4 textiles <gap>50 textiles for <gap> 7 textiles, the import duty, <gap> textiles for the wrapping <gap> your -textiles <gap> Kurub-Ištar <gap> sealed <gap> in the house <gap> are available <gap> that you gave to Ali-ahum, <gap> donkeys died during the journey, their <gap> he","Total of your silver: 15 minas 10 shekels, Ṣilliya brings you under our seal - both that from the tin and that from your textiles.",473,379,130,0.3430079155672823,133,381,0.3490813648293963,False,False,False,False
02351a98-b66c-42eb-90a7-11d834afe8e8__c4of6,02351a98-b66c-42eb-90a7-11d834afe8e8,3,ratio,,"ku-ta-nu <gap> 7 TÚG a-ba-ar-ni-ú <gap> TÚG kam-sú-tim dam-qú-tim 1 ku-ta-num ù ku-<gap>-ar ir-<gap> i-na <gap>-a-šùr <gap> 30 TÚG ku-ta-ni SIG₅ <gap> e-zi-ib 4 TÚG <gap>-šu 11 ma-na

Retrieved source: GÍN KÙ.BABBAR <gap> ší-tí <gap> KÙ.GI <gap> ù <gap> 0.3333 ma-na <gap> e-zi-ib 1 ma-na <gap> 1 me-at 56 TÚG ku-ta-nu 12 ma-na 18 GÍN KÙ.BABBAR it-bu-lu
Retrieved English hint: <gap> mina less 1 shekel of silver: transport tariff 8 3333 shekels of silver: export duty 0 3333 mina 4 shekels of silver: both harness for the donkeys and their fodder - in all: 19 minas 4 3333 shekels of silver Pilah…","bought for 32 shekels of silver; 23 donkeys has <gap>-Aššur <gap> to Burušhaddum; <gap> 10 donkeys Ali-ahum left in support of your goods. 1 donkey <gap> bought. Of the 2 minas of silver that you gave for his disposal 32 shekels of silver he paid as the price of <gap> For the rest of your silver, <gap> minas 2 shekels of his tin",Transport tariff 8 3333 shekels of silver: export duty 0 3333 mina 4 shekels of silver: both harness for the donkeys and their fodder - in all: 19 minas 4 3333 shekels of silver: both harness for the donkeys and their fodder - in all: 19 minas 4 3333 shekels of silver: both harness for the donkeys and their fodder - in all: 19 minas 4 3333 shekels of silver: both harness for the do,598,330,384,1.1636363636363636,385,334,1.152694610778443,False,False,False,False
02351a98-b66c-42eb-90a7-11d834afe8e8__c5of6,02351a98-b66c-42eb-90a7-11d834afe8e8,4,ratio,,"<gap>-6 GÍN <gap> ri <gap> ta-ma <gap> 4 me-at 7 <gap>-tim <gap> 50 TÚG a-na <gap> 7 TÚG ni-is-ḫa-tum <gap> 20 <gap> a-na <gap> ú 3

Retrieved source: <gap> ta <gap> áš <gap> ta al ta zi it <gap> a-ša-kà-ku-ni <gap> a-na <gap> na <gap> me-ma <gap> me <gap> zu <gap> TÚG <gap> me-at <gap>
Retrieved English hint: "" Urgent, my dear brothers and lords, he terrified the house there <gap> His message should come to my representatives, so I can set out and come <gap>""","600 nails <gap> I returned to you. 86 green ones <gap> of the wool <gap> 5 minas 8 shekels of tin <gap> 24 minas each. 1 talent of copper that your eye <gap> and 4 <gap> 20-<gap> minas 5 shekels of tin under your seal <gap> that when they <gap> released, now, 4 talents 12 minas of theirs; 27! 0.8333 minas 2","There <gap> his message should come to my representatives, so I can set out and come <gap>""",464,308,91,0.2954545454545454,92,309,0.2977346278317152,False,False,False,False
02351a98-b66c-42eb-90a7-11d834afe8e8__c6of6,02351a98-b66c-42eb-90a7-11d834afe8e8,5,ratio,,"me-at 17 <gap> TÚG ša li-we-tim <gap> TÚG ku-ta-nu-kà <gap> kur-ub-IŠTAR 5 <gap> ku-nu-ki <gap> ku-ta-nu i-na É <gap>-kà i-ba-ší-ú i-na <gap> ša a-na a-la-ḫi-im ta-dí-nu <gap> ANŠE i-n

Retrieved source: 96 ku-ta-nu ša ì-lí-a 12 ku-ta-nu ša a-šur-lá-ma-sí 1 me-at <gap> ša kur-ub-IŠTAR 1 me-at LÁ 2 ša e-lá-ma
Retrieved English hint: 96 -textiles of Iliya, 12 -textiles of Aššur-lamassī, 100 of Kurub-Ištar, 98 of Elamma.","shekels of tin he received for 4 robes and 2 -textiles, and your tin, 5 talents 57 minas 7 shekels - 4 talents <gap> Dadaya <gap> Qaqqadānum <gap> and 0.5 mina Aššur-<gap> of 48 <gap> Uzuwa to Kanesh <gap> tin and textiles 10 <gap> 10.5 minas of tin <gap> to the son of Ikra<gap> the rest of your tin: 30 <gap> in <gap>""","The 96 kutānus of Iliya, 12 -textiles of Aššur-lamassī, 100 of Kurub-Ištar, 98 of Elamma.",421,320,89,0.278125,95,324,0.2932098765432099,False,False,False,False
02d16b63-3fab-4c1d-8262-4cd74f6532f1,02d16b63-3fab-4c1d-8262-4cd74f6532f1,0,none,,"translate Akkadian to English: 9 GÍN AN.NA e-lu-ḫu-ut 10 GÍN AN.NA ú šál-ša-tim en-na-nu-um <gap> ma-na <gap>

Retrieved source: ma-na AN.NA ša-a-ma-nim ù 40 ma-na AN.NA ša li-bi-kà ra-dí-ma iš-té-ni-iš 1 GÚ AN.NA šé-bi-lam AN.NA lu ù <gap> 40 ma-na AN.NA ša li-bi-kà en-nam-a-šur li-ik-n…
Retrieved English hint: send me 1 talent of tin The tin should <gap> Ennam-Aššur should seal the 40 minas of tin in your possession The tin that you purchase yourselves, you personally must seal it together with him",9 shekels of tin: Eluhut;,"Send me 1 talent of tin The tin should <gap> Ennam-Aššur should seal the 40 minas of tin in your possession The tin that you purchase yourselves, you personally must seal it together with him",505,25,191,7.64,194,26,7.461538461538462,False,False,False,False
041c9029-8f6f-40f8-989b-77a75878221c__c1of2,041c9029-8f6f-40f8-989b-77a75878221c,0,ratio,,"translate Akkadian to English: a-na a-lá-ḫi-im qí-bi₄-ma um-ma PUZUR₄-a-šur-ma 0.5 ma-na KÙ.BABBAR a-na pá-ni-a ša a-ḫu-zu-ma tù-šé-bi₄-lá-ni 0.5 ma-na KÙ.BABBAR ku-nu-ki-a en-na-num DUMU ku-zi-a ub-lá-ku-um a-ḫi a-ta na-áš-pè-ra-tim ša a-lim{ki} ša

Retrieved source: a-na a-lá-ḫi-im qí-bi₄-ma um-ma PUZUR₄-a-šur-ma 0.5 ma-na KÙ.BABBAR ša a pá-ni-a a ḫu-ra-ma tù-šé-bi₄-lá-ni-ma 0.5 ma-na KÙ.BABBAR ku-nu-ki-a en-na-nu-um DUMU…
Retrieved English hint: To Ali-ahum from Puzur-Aššur: As to the 0.5 mina of silver that you sent to me in hurrama, Ennānum son of Kuziya brings you 0.5 mina of silver under my seal. The missives from theCity that they brought to you, my dear b…","To Ali-ahum from Puzur-Aššur: 0 5 mina of silver that I acquired for myself( ) and you sent to me, 0 5 mina of silver under my seal Ennānum son of Kuziya brought to you My dear brother, pay attention to the missives from the City that Ennānum brought to you, and give it (an answer","To Ali-ahum from Puzur-Aššur: As to the 0.5 mina of silver that you sent to me in hurrama, Ennānum son of Kuziya brings you 0.5 mina of silver that you sent to me in hurrama, Ennānum son of Kuziya brings you 0.5 mina of silver that you sent to me in hurrama, Ennānum son of Kuziya brings you 0.5 mina of silver that you sent to me in hurrama, Ennānum son of Kuziya brings you 0.",673,281,378,1.3451957295373669,385,286,1.3461538461538465,False,False,False,False
041c9029-8f6f-40f8-989b-77a75878221c__c2of2,041c9029-8f6f-40f8-989b-77a75878221c,1,ratio,,"en-na-num ub-lá-ku-ni i-ḫi-id-ma a ba-tí-qí-im pá-ni-im-ma dí-in-ma lu-ub-lu iš-tí wa-ṣí-im pá-ni-im-ma lu-ṣí-am

Retrieved source: a-na a-lá-ḫi-im qí-bi₄-ma um-ma PUZUR₄-a-šur-ma 0.5 ma-na KÙ.BABBAR ša a pá-ni-a a ḫu-ra-ma tù-šé-bi₄-lá-ni-ma 0.5 ma-na KÙ.BABBAR ku-nu-ki-a en-na-nu-um DUMU…
Retrieved English hint: To Ali-ahum from Puzur-Aššur: As to the 0.5 mina of silver that you sent to me in hurrama, Ennānum son of Kuziya brings you 0.5 mina of silver under my seal. The missives from theCity that they brought to you, my dear b…",) to the very first express transport so they may bring it He should leave with the first travellers to depart,"To Ali-ahum from Puzur-Aššur: As to the 0.5 mina of silver that you sent to me in hurrama, Ennānum son of Kuziya brings you 0.5 mina of silver under my seal. The missives from theCity that they brought to you, my dear b…",536,110,220,2.0,226,111,2.036036036036036,False,False,False,False
04939319-b287-455f-9634-e86658e6e392,04939319-b287-455f-9634-e86658e6e392,0,none,,"translate Akkadian to English: a-na a-ḫa-tim KIŠIB a-lá-ḫi-im ù KIŠIB i-dí-a-bi₄-im

Retrieved source: a-na en-nam-a-šur KIŠIB a-lá-ḫi-im ù a-mur-IŠTAR
Retrieved English hint: To Ennam-Aššur, sealed by Ali-ahum and <gap>-Ištar.",To Ahātum; seal of Ali-ahum and seal of Iddin-abum.,"To Ennam-Aššur, sealed by Ali-ahum and <gap>-Ištar.",227,51,51,1.0,55,53,1.0377358490566038,False,False,False,False
04e66f12-63a3-45ce-b27a-cc74cea47f60__c1of5,04e66f12-63a3-45ce-b27a-cc74cea47f60,0,ratio,,"translate Akkadian to English: KIŠIB a-lá-ḫi-im DUMU e-lá-lí KIŠIB en-nam-a-šur DUMU en-na-sú-in KIŠIB dan-a-šur DUMU šál-mì-ḫi-im KIŠIB pu-šu-ki-in DUMU sú-e-a šu-ma a-šur-ta-ak-lá-ku na-ru-qám a-na

Retrieved source: a-na en-nam-a-šur KIŠIB a-lá-ḫi-im ù a-mur-IŠTAR
Retrieved English hint: To Ennam-Aššur, sealed by Ali-ahum and <gap>-Ištar.","Seal of Ali-ahum son of Elāli, seal of Ennam-Aššur son of Enna-Suen, seal of Dan-Aššur son of Šalim-ahum, seal of Pūšu-kēn son of Sueyya If Aššur-taklāku has given a joint-stock investment to Ennam-Aššur, then he will receive 2","To Ali-ahum son of Elali, sealed by Ali-ahum and <gap>-Ištar.",343,227,61,0.2687224669603524,63,242,0.2603305785123967,False,False,False,False
04e66f12-63a3-45ce-b27a-cc74cea47f60__c2of5,04e66f12-63a3-45ce-b27a-cc74cea47f60,1,ratio,,"en-nam-a-šur i-tí-dí-in i-na 1 GÚ 2 ma-na KÙ.BABBAR ša ṭup-pì-šu ḫa-ar-mì-im ša en-nam-a-šur 2 ma-na KÙ.BABBAR i-lá-qé-ma 3 ma-na KÙ.GI iš-tí um-me-a-ni-šu šu-mì pu-šu-ki-in i-lá-pá-at

Retrieved source: 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ú-ṣa-áb šu-ma lá-ma u₄-me-šu ṭup-pu-šu i-lá-pu-tù 5 ma-na KÙ.GI šu-mì šu-{d}EN.LÍL i-lá-pá-at IGI a-mur-IŠTAR IGI en-na…
Retrieved English hint: 5 shekel per month per mina If they write his tablet before his term is up, he shall book 5 minas of gold in the name of Šu-Illil Witnessed by Amur-Ištar, by Ennam-Aššur","minas of silver out of the 1 talent 2 minas of silver in his certified tablet, belonging to Ennam-Aššur, and he will write down 3 minas of gold in the name of Pūšu-kēn with his other investors","Seal of 1 shekel per month per mina If they write his tablet before his term is up, he shall book 5 minas of gold in the name of Šu-Illil Witnessed by Amur-Ištar, by Ennam-Aššur",558,192,177,0.921875,182,198,0.9191919191919192,False,False,False,False
04e66f12-63a3-45ce-b27a-cc74cea47f60__c3of5,04e66f12-63a3-45ce-b27a-cc74cea47f60,2,ratio,,"šu-ma a-šur-ta-ak-lá-ku qá-sú im-ta-ḫa-aṣ <gap>-20 ma-na KÙ.BABBAR ki-ma 10 ma-na KÙ.GI iš-tù ḫa-muš-tim ša i-dí-a-šur ù i-ku-nim a-na 46 ḫa-am-ša-tim pu-šu-ki-in a-na en-nam-a-šur i-da-an-ma

Retrieved source: i-šu iš-tù ḫa-muš-tim ša a-šur-re-ṣí a-na 14 ḫa-am-ša-tim i-ša-qal šu-ma lá
Retrieved English hint: to Aššur-ṭāb From the week of Pūšu-kēn and Ennum-Bēlum, month IV, eponymy of Aššur-idī Seal of Aššur-šamšī, son of Ilī-tūram, that Ištar-ilšu, son of Azuzaya, owes 45 shekels of refined silver to Aššur-ṭāb","If Aššur-taklāku has refused him, then Pūšu-kēn will give 40 minas of silver, representing 10 minas of gold, within 46 weeks reckoned from the week of Iddin-Aššur and Ikūnum, and Pūšu-kēn will","To Aššur-ṭāb From the week of Pūšu-kēn and Ennum-Bēlum, month IV, eponymy of Aššur-idī Seal of Aššur-šamšī, son of Ilī-tūram, that Ištar-ilšu, son of Azuzaya, owes 45 shekels of refined silver to Aššur-ṭāb",516,192,205,1.0677083333333333,232,205,1.1317073170731706,False,False,False,False
04e66f12-63a3-45ce-b27a-cc74cea47f60__c4of5,04e66f12-63a3-45ce-b27a-cc74cea47f60,3,ratio,,"na-ru-uq en-nam-a-šur a-li ṭá-bu-šu-ni pu-šu-ki-in ú-šé-ra-áb šu-ma pu-šu-ki-in na-ru-qám a-na en-nam-a-šur lá i-tí-dí-in 10 ma-na KÙ.BABBAR ṣa-ru-pá-am pu-šu-ki-in a-na en-nam-a-šur i-ša-qal šu-ma en-nam-a-šur qá-tám

Retrieved source: 8.3333 ma-na 4.5 GÍN KÙ.BABBAR ša ILLAT pu-šu-ki-in a-šur-ta-ak-lá-ku il₅-qé 13.3333 ma-na KÙ.BABBAR i-na ILLAT pu-šu-ki-in LUGAL-sú-in na-dí
Retrieved English hint: Aššur-taklāku received 8.3333 minas 4.5 shekels of silver from the caravan of Pūšu-kēn; Šar-Suen deposited 13.3333 minas of silver in Pūšu-kēn's caravan.","make Ennam-Aššur's joint-stock investment enter wherever it is favourable for him If Pūšu-kēn has not given a joint-stock investment to Ennam-Aššur (in time), Pūšu-kēn must give 10 minas of refined silver to Ennam-Aššur",From Aššur-taklāku received 8.3333 minas 4.5 shekels of silver from the caravan of Pūšukēn; Šar-Suen deposited 13.3333 minas of silver from the caravan of Pūšukēn; Šar-Suen deposited 13.3333 minas of silver from the caravan of Pūšukēn; Šar-Suen deposited 13.3333 minas of silver from the caravan of Pūšukēn; Šar-Suen deposited 13.3333 minas of silver from the carav,556,219,365,1.6666666666666667,385,232,1.6594827586206895,False,False,False,False
04e66f12-63a3-45ce-b27a-cc74cea47f60__c5of5,04e66f12-63a3-45ce-b27a-cc74cea47f60,4,ratio,,"im-ta-ḫa-aṣ 10 ma-na KÙ.BABBAR ṣa-ru-pá-am a-na pu-šu-ki-in i-ša-qal ta-aḫ-sí-is-tum a-ni-tum me-ḫi-ir ṭup-pì-im ḫa-ar-mì-im ša ku-nu-uk pu

Retrieved source: ba-áb ḫa-ra-ni-a i-ša-qal 12 ma-na KÙ.BABBAR ṣa-ru-pá-am
Retrieved English hint: they will pay in 4 weeks 0 3333 mina of refined silver is owed by Ilī-bāni he will pay on his return from the City 10 5 minas of refined silver is owed by Pilah-Ištar Month Tē'inātum,","If Ennam-Aššur has refused, he must pay 10 minas of refined silver to Pūšu-kēn This memorandum is a copy of a certified tablet sealed by Pūšu-kēn",They will pay in 4 weeks 0 3333 mina of refined silver is owed by Ilī-bāni he will pay on his return from the City 10 5 minas of refined silver is owed by Pilah-Ištar Month Tēinātum,423,145,181,1.2482758620689656,187,154,1.2142857142857142,False,False,False,False
