oare_id,parent_oare_id,chunk_index,chunk_total,chunk_mode
extpub__7200b492-4164-491f-b0f6-e5e0b9c2c225,extpub__7200b492-4164-491f-b0f6-e5e0b9c2c225,0,1,none
extpub__914b7b36-cde7-447b-ac29-315307f9b520,extpub__914b7b36-cde7-447b-ac29-315307f9b520,0,1,none
extpub__e7d13ac7-b491-4ec3-bfa5-2f1167216825,extpub__e7d13ac7-b491-4ec3-bfa5-2f1167216825,0,1,none
extpub__67026ab1-a529-4102-bf76-73cbc08f4506,extpub__67026ab1-a529-4102-bf76-73cbc08f4506,0,1,none
extpub__9d23fc8a-a82a-497c-ae4a-e1c01cc184b0,extpub__9d23fc8a-a82a-497c-ae4a-e1c01cc184b0,0,1,none
extpub__03bd3de2-f404-5a2e-a364-35c4685a6660,extpub__03bd3de2-f404-5a2e-a364-35c4685a6660,0,1,none
extpub__882d6b32-0e76-8484-126c-059372fd5590,extpub__882d6b32-0e76-8484-126c-059372fd5590,0,1,none
extpub__1b63f1bc-db10-b297-6f03-2bb746868606,extpub__1b63f1bc-db10-b297-6f03-2bb746868606,0,1,none
extpub__f2b0402b-1c69-4d5f-92ed-1240b94339c4,extpub__f2b0402b-1c69-4d5f-92ed-1240b94339c4,0,1,none
extpub__563d9ff1-f851-4ccc-b6de-fe1b04450160,extpub__563d9ff1-f851-4ccc-b6de-fe1b04450160,0,1,none
extpub__9bcf1bd2-f12c-b04e-03b4-28fede6a32d7,extpub__9bcf1bd2-f12c-b04e-03b4-28fede6a32d7,0,1,none
extpub__063ab271-8cce-758c-d31a-6160eaa9ac3e,extpub__063ab271-8cce-758c-d31a-6160eaa9ac3e,0,1,none
extpub__22c0af8d-0e75-433d-aef3-670b4cfb12b5,extpub__22c0af8d-0e75-433d-aef3-670b4cfb12b5,0,1,none
extpub__ed8f6ce2-b53d-42f8-bdfb-5efe0740a89f,extpub__ed8f6ce2-b53d-42f8-bdfb-5efe0740a89f,0,1,none
extpub__fd4c82dd-2f8c-c5d0-bc9e-86b333b6e261,extpub__fd4c82dd-2f8c-c5d0-bc9e-86b333b6e261,0,1,none
extpub__cfa70ea2-f360-4d3d-b5ab-f3145cb368f2,extpub__cfa70ea2-f360-4d3d-b5ab-f3145cb368f2,0,1,none
extpub__35295d55-4977-4f39-ac97-1cf6781a588e,extpub__35295d55-4977-4f39-ac97-1cf6781a588e,0,1,none
extpub__5715f83c-6eb6-4a5a-9fa8-302f3d627027,extpub__5715f83c-6eb6-4a5a-9fa8-302f3d627027,0,1,none
extpub__5dbe9dc6-844c-423f-92e7-94bab027cd80,extpub__5dbe9dc6-844c-423f-92e7-94bab027cd80,0,1,none
extpub__1102b6cc-898d-adf9-a7b0-5a743019cbd9,extpub__1102b6cc-898d-adf9-a7b0-5a743019cbd9,0,1,none
extpub__07375908-5d24-dcc1-857d-aaf36635f9c7,extpub__07375908-5d24-dcc1-857d-aaf36635f9c7,0,1,none
extpub__437abf36-7e72-4651-bdff-631b8be09be4__c1of2,extpub__437abf36-7e72-4651-bdff-631b8be09be4,0,2,ratio
extpub__437abf36-7e72-4651-bdff-631b8be09be4__c2of2,extpub__437abf36-7e72-4651-bdff-631b8be09be4,1,2,ratio
extpub__7b9a1a6f-9699-48f1-999a-d8ba4bc4e263,extpub__7b9a1a6f-9699-48f1-999a-d8ba4bc4e263,0,1,none
extpub__29fd9a1d-02ad-1ba5-a82c-645dc5094285__c1of2,extpub__29fd9a1d-02ad-1ba5-a82c-645dc5094285,0,2,ratio
extpub__29fd9a1d-02ad-1ba5-a82c-645dc5094285__c2of2,extpub__29fd9a1d-02ad-1ba5-a82c-645dc5094285,1,2,ratio
extpub__a9ca4fd0-005a-4e90-bcbe-60ea4458a48f,extpub__a9ca4fd0-005a-4e90-bcbe-60ea4458a48f,0,1,none
extpub__f4a08131-02d9-47ed-3845-f63d73957762,extpub__f4a08131-02d9-47ed-3845-f63d73957762,0,1,none
extpub__7a068237-82c2-4227-8f38-824ceb10bacc,extpub__7a068237-82c2-4227-8f38-824ceb10bacc,0,1,none
extpub__d4b17eaa-d5bb-4874-bfac-ff110da14aaa,extpub__d4b17eaa-d5bb-4874-bfac-ff110da14aaa,0,1,none
extpub__fcbd0ce6-4980-4957-94c1-05308b46c374,extpub__fcbd0ce6-4980-4957-94c1-05308b46c374,0,1,none
extpub__66de4cf2-36f6-459a-992e-1d76ef752aa4,extpub__66de4cf2-36f6-459a-992e-1d76ef752aa4,0,1,none
extpub__e88d4536-3043-449b-a31e-43859cb49b38,extpub__e88d4536-3043-449b-a31e-43859cb49b38,0,1,none
extpub__fa7d661e-4e7e-4602-9b2b-1d94fca9996a,extpub__fa7d661e-4e7e-4602-9b2b-1d94fca9996a,0,1,none
extpub__ab5d5427-c501-4203-860f-0e20f11760f9,extpub__ab5d5427-c501-4203-860f-0e20f11760f9,0,1,none
extpub__82f3e34e-1192-43b2-8b09-78942b099de0,extpub__82f3e34e-1192-43b2-8b09-78942b099de0,0,1,none
extpub__3a7e8edc-4599-4909-a195-b48f9cd3a918,extpub__3a7e8edc-4599-4909-a195-b48f9cd3a918,0,1,none
extpub__ad62afdf-6a7c-075f-e466-bd1f94906242,extpub__ad62afdf-6a7c-075f-e466-bd1f94906242,0,1,none
extpub__e481e6ce-9b84-480e-94bd-111db03247ce,extpub__e481e6ce-9b84-480e-94bd-111db03247ce,0,1,none
extpub__a9ab61cf-5963-c180-3898-27a76268fb99,extpub__a9ab61cf-5963-c180-3898-27a76268fb99,0,1,none
extpub__2f50a984-a15c-4d74-a730-4c21a0bb6e75,extpub__2f50a984-a15c-4d74-a730-4c21a0bb6e75,0,1,none
extpub__67d94ec6-c595-40f2-b474-e017242656e4,extpub__67d94ec6-c595-40f2-b474-e017242656e4,0,1,none
extpub__1ba2ebae-5106-4ba3-941b-ab9b05e44c1b,extpub__1ba2ebae-5106-4ba3-941b-ab9b05e44c1b,0,1,none
extpub__807860a0-2562-4492-b8b9-fca78f6080f7,extpub__807860a0-2562-4492-b8b9-fca78f6080f7,0,1,none
extpub__dba922f0-ff56-4cc7-a508-6f80df502b98,extpub__dba922f0-ff56-4cc7-a508-6f80df502b98,0,1,none
extpub__b51f4672-9a20-47bf-bfaf-36f56967fb89,extpub__b51f4672-9a20-47bf-bfaf-36f56967fb89,0,1,none
extpub__373008e7-4d7f-4c28-a400-53365a179f99__c1of2,extpub__373008e7-4d7f-4c28-a400-53365a179f99,0,2,ratio
extpub__373008e7-4d7f-4c28-a400-53365a179f99__c2of2,extpub__373008e7-4d7f-4c28-a400-53365a179f99,1,2,ratio
extpub__a472c07d-e45c-4910-a477-661a8cd43547__c1of2,extpub__a472c07d-e45c-4910-a477-661a8cd43547,0,2,ratio
extpub__a472c07d-e45c-4910-a477-661a8cd43547__c2of2,extpub__a472c07d-e45c-4910-a477-661a8cd43547,1,2,ratio
extpub__65e83bcd-1aa6-42c4-b4d2-9da97dda2036,extpub__65e83bcd-1aa6-42c4-b4d2-9da97dda2036,0,1,none
extpub__206c11fc-a57d-4463-955b-64303413b85b,extpub__206c11fc-a57d-4463-955b-64303413b85b,0,1,none
extpub__8dbb2468-5561-4934-bdde-d313877d8ad6,extpub__8dbb2468-5561-4934-bdde-d313877d8ad6,0,1,none
extpub__f7f36920-7ed2-434a-a0e9-1f5f0f6bb198,extpub__f7f36920-7ed2-434a-a0e9-1f5f0f6bb198,0,1,none
extpub__82b07223-b080-a076-8b7f-d781f8629270,extpub__82b07223-b080-a076-8b7f-d781f8629270,0,1,none
extpub__edff9140-eb70-21fd-33dc-3b8728bab07c,extpub__edff9140-eb70-21fd-33dc-3b8728bab07c,0,1,none
extpub__d6ddafa9-ab25-4876-a7db-df0c89a524a7,extpub__d6ddafa9-ab25-4876-a7db-df0c89a524a7,0,1,none
extpub__03a8c5b0-7ac6-6442-ecda-ef586d2f2a69,extpub__03a8c5b0-7ac6-6442-ecda-ef586d2f2a69,0,1,none
extpub__482028eb-97fa-4a9a-bccc-71653662d9d9,extpub__482028eb-97fa-4a9a-bccc-71653662d9d9,0,1,none
extpub__bcf16e38-87fa-cb78-cba7-47f95ebb8c14,extpub__bcf16e38-87fa-cb78-cba7-47f95ebb8c14,0,1,none
extpub__908b33d8-2e06-f748-530b-0538f1c6e1d3,extpub__908b33d8-2e06-f748-530b-0538f1c6e1d3,0,1,none
extpub__ec2bcf81-29c3-4715-a8f8-1533a9246def,extpub__ec2bcf81-29c3-4715-a8f8-1533a9246def,0,1,none
extpub__508241bc-4dd8-b9bc-b598-ece9cb6e6df4,extpub__508241bc-4dd8-b9bc-b598-ece9cb6e6df4,0,1,none
extpub__33b778c4-0066-4873-89b4-4834de8e4ef6,extpub__33b778c4-0066-4873-89b4-4834de8e4ef6,0,1,none
extpub__08738294-8c28-ac98-b30e-7e42fb17b927,extpub__08738294-8c28-ac98-b30e-7e42fb17b927,0,1,none
extpub__807d2a37-5ec2-46c4-9d94-e1228a852e97,extpub__807d2a37-5ec2-46c4-9d94-e1228a852e97,0,1,none
extpub__6ab75123-741e-c259-7547-3f9a952518d7,extpub__6ab75123-741e-c259-7547-3f9a952518d7,0,1,none
extpub__9de2f9dd-c45c-45f9-a4d5-9787a20719f8,extpub__9de2f9dd-c45c-45f9-a4d5-9787a20719f8,0,1,none
extpub__e982603f-b52e-e9b8-4e1e-4551016804e2,extpub__e982603f-b52e-e9b8-4e1e-4551016804e2,0,1,none
extpub__77f85a31-b948-42fa-9f93-b3794d84418c,extpub__77f85a31-b948-42fa-9f93-b3794d84418c,0,1,none
extpub__6902b817-30e6-15d4-da02-36f3306a9f17,extpub__6902b817-30e6-15d4-da02-36f3306a9f17,0,1,none
extpub__8c6112b3-874e-a604-c359-d374c07fb000__c1of2,extpub__8c6112b3-874e-a604-c359-d374c07fb000,0,2,ratio
extpub__8c6112b3-874e-a604-c359-d374c07fb000__c2of2,extpub__8c6112b3-874e-a604-c359-d374c07fb000,1,2,ratio
extpub__8a671994-76bd-4c75-b269-564dd9a2a873,extpub__8a671994-76bd-4c75-b269-564dd9a2a873,0,1,none
extpub__deb3c9c3-d52c-4d99-fb80-5592db52c7b0,extpub__deb3c9c3-d52c-4d99-fb80-5592db52c7b0,0,1,none
extpub__008a0b1b-0319-5104-01ab-5f1e8e389aef,extpub__008a0b1b-0319-5104-01ab-5f1e8e389aef,0,1,none
extpub__03ea96e9-37df-4eb5-b385-f764ab8d5f5e,extpub__03ea96e9-37df-4eb5-b385-f764ab8d5f5e,0,1,none
extpub__78baaefc-856f-37fa-5612-1a5b3e28f0a5,extpub__78baaefc-856f-37fa-5612-1a5b3e28f0a5,0,1,none
extpub__58a9dabf-3ced-435f-994b-42233287ac4f,extpub__58a9dabf-3ced-435f-994b-42233287ac4f,0,1,none
extpub__cf788c31-7774-4b91-87d8-4558296631e8,extpub__cf788c31-7774-4b91-87d8-4558296631e8,0,1,none
extpub__336ec405-b1ba-4667-8845-bf59cd6276be,extpub__336ec405-b1ba-4667-8845-bf59cd6276be,0,1,none
extpub__81e51288-2841-4552-b509-7a797fc49d61,extpub__81e51288-2841-4552-b509-7a797fc49d61,0,1,none
extpub__3d09a02a-6ccd-4505-b855-14f64410b702,extpub__3d09a02a-6ccd-4505-b855-14f64410b702,0,1,none
extpub__9abbf12b-ee73-4953-a039-d2214a649ee3,extpub__9abbf12b-ee73-4953-a039-d2214a649ee3,0,1,none
extpub__ade6c962-39a9-43a8-9f39-36a9f13d1159,extpub__ade6c962-39a9-43a8-9f39-36a9f13d1159,0,1,none
extpub__c37e3b5d-e0be-4bd2-956f-a24bc54d30ce,extpub__c37e3b5d-e0be-4bd2-956f-a24bc54d30ce,0,1,none
extpub__6a397f48-c1e2-4473-9f03-145159553f48__c1of7,extpub__6a397f48-c1e2-4473-9f03-145159553f48,0,7,ratio
extpub__6a397f48-c1e2-4473-9f03-145159553f48__c2of7,extpub__6a397f48-c1e2-4473-9f03-145159553f48,1,7,ratio
extpub__6a397f48-c1e2-4473-9f03-145159553f48__c3of7,extpub__6a397f48-c1e2-4473-9f03-145159553f48,2,7,ratio
extpub__6a397f48-c1e2-4473-9f03-145159553f48__c4of7,extpub__6a397f48-c1e2-4473-9f03-145159553f48,3,7,ratio
extpub__6a397f48-c1e2-4473-9f03-145159553f48__c5of7,extpub__6a397f48-c1e2-4473-9f03-145159553f48,4,7,ratio
extpub__6a397f48-c1e2-4473-9f03-145159553f48__c6of7,extpub__6a397f48-c1e2-4473-9f03-145159553f48,5,7,ratio
extpub__6a397f48-c1e2-4473-9f03-145159553f48__c7of7,extpub__6a397f48-c1e2-4473-9f03-145159553f48,6,7,ratio
extpub__e694b475-4e22-4987-b62d-124c630afe06,extpub__e694b475-4e22-4987-b62d-124c630afe06,0,1,none
extpub__18b0bbeb-a929-4864-a4ed-8c8a3c2c7512,extpub__18b0bbeb-a929-4864-a4ed-8c8a3c2c7512,0,1,none
extpub__a6c0b804-f4f6-4df2-893d-f07bf1b72d15,extpub__a6c0b804-f4f6-4df2-893d-f07bf1b72d15,0,1,none
extpub__edc55271-58cd-c3cf-6316-1c5b3f41a29e,extpub__edc55271-58cd-c3cf-6316-1c5b3f41a29e,0,1,none
extpub__5046008b-94cb-fc7b-7fbb-c8738f3bb388__c1of3,extpub__5046008b-94cb-fc7b-7fbb-c8738f3bb388,0,3,ratio
extpub__5046008b-94cb-fc7b-7fbb-c8738f3bb388__c2of3,extpub__5046008b-94cb-fc7b-7fbb-c8738f3bb388,1,3,ratio
extpub__5046008b-94cb-fc7b-7fbb-c8738f3bb388__c3of3,extpub__5046008b-94cb-fc7b-7fbb-c8738f3bb388,2,3,ratio
extpub__f5ffae2d-8854-50db-3f64-641a30b5b478,extpub__f5ffae2d-8854-50db-3f64-641a30b5b478,0,1,none
extpub__dfaa9590-ecfc-29dd-0b69-fdb6a638195f,extpub__dfaa9590-ecfc-29dd-0b69-fdb6a638195f,0,1,none
extpub__473ae822-9da8-458d-bcb3-b5f044d8806e,extpub__473ae822-9da8-458d-bcb3-b5f044d8806e,0,1,none
extpub__9c411ce1-5f2b-8505-9393-5c03ef129241,extpub__9c411ce1-5f2b-8505-9393-5c03ef129241,0,1,none
extpub__1e62f217-7616-8c9a-3a01-2f7d024d4625,extpub__1e62f217-7616-8c9a-3a01-2f7d024d4625,0,1,none
extpub__f2b62c6a-6c7f-4353-9352-6a11a3b867c1,extpub__f2b62c6a-6c7f-4353-9352-6a11a3b867c1,0,1,none
extpub__f75738e1-470e-4f65-8928-fb27c1e6c4b6,extpub__f75738e1-470e-4f65-8928-fb27c1e6c4b6,0,1,none
extpub__3f76f1f9-c0a8-0484-0d4c-5f23ba93f5ed__c1of2,extpub__3f76f1f9-c0a8-0484-0d4c-5f23ba93f5ed,0,2,ratio
extpub__3f76f1f9-c0a8-0484-0d4c-5f23ba93f5ed__c2of2,extpub__3f76f1f9-c0a8-0484-0d4c-5f23ba93f5ed,1,2,ratio
extpub__c16149da-1d00-f8a7-2988-339067d35571__c1of3,extpub__c16149da-1d00-f8a7-2988-339067d35571,0,3,ratio
extpub__c16149da-1d00-f8a7-2988-339067d35571__c2of3,extpub__c16149da-1d00-f8a7-2988-339067d35571,1,3,ratio
extpub__c16149da-1d00-f8a7-2988-339067d35571__c3of3,extpub__c16149da-1d00-f8a7-2988-339067d35571,2,3,ratio
extpub__629c0bb7-708f-4401-ac77-33481f1ffac3,extpub__629c0bb7-708f-4401-ac77-33481f1ffac3,0,1,none
extpub__5575df69-5d8b-797e-acf3-33594ce09bfa__c1of5,extpub__5575df69-5d8b-797e-acf3-33594ce09bfa,0,5,ratio
extpub__5575df69-5d8b-797e-acf3-33594ce09bfa__c2of5,extpub__5575df69-5d8b-797e-acf3-33594ce09bfa,1,5,ratio
extpub__5575df69-5d8b-797e-acf3-33594ce09bfa__c3of5,extpub__5575df69-5d8b-797e-acf3-33594ce09bfa,2,5,ratio
extpub__5575df69-5d8b-797e-acf3-33594ce09bfa__c4of5,extpub__5575df69-5d8b-797e-acf3-33594ce09bfa,3,5,ratio
extpub__5575df69-5d8b-797e-acf3-33594ce09bfa__c5of5,extpub__5575df69-5d8b-797e-acf3-33594ce09bfa,4,5,ratio
extpub__0a4a6d81-85d8-4cb5-9d19-1e74675f89cb,extpub__0a4a6d81-85d8-4cb5-9d19-1e74675f89cb,0,1,none
extpub__4ded5d1c-57fb-4fb9-a487-48acc6e7135a,extpub__4ded5d1c-57fb-4fb9-a487-48acc6e7135a,0,1,none
extpub__8d5051e7-630f-4771-25b9-38f078dcf0c2,extpub__8d5051e7-630f-4771-25b9-38f078dcf0c2,0,1,none
extpub__ffe434da-6ad4-4f48-badc-7a79706799d5,extpub__ffe434da-6ad4-4f48-badc-7a79706799d5,0,1,none
extpub__a875961e-191c-6eb5-470c-2e4f177e2036,extpub__a875961e-191c-6eb5-470c-2e4f177e2036,0,1,none
extpub__f0077d9b-6316-44c9-bb26-8ed123282671,extpub__f0077d9b-6316-44c9-bb26-8ed123282671,0,1,none
extpub__9bdc7305-55f6-4d9b-8d11-fb1a07993ed4,extpub__9bdc7305-55f6-4d9b-8d11-fb1a07993ed4,0,1,none
extpub__10b1ed0f-860a-4a3d-939e-3a7f43aca52e,extpub__10b1ed0f-860a-4a3d-939e-3a7f43aca52e,0,1,none
extpub__389a2bcf-7cc9-6fb8-2aa7-c6bf377bc630,extpub__389a2bcf-7cc9-6fb8-2aa7-c6bf377bc630,0,1,none
extpub__31ebdcdf-4276-5ee5-6d71-94f6d7547d54__c1of4,extpub__31ebdcdf-4276-5ee5-6d71-94f6d7547d54,0,4,ratio
extpub__31ebdcdf-4276-5ee5-6d71-94f6d7547d54__c2of4,extpub__31ebdcdf-4276-5ee5-6d71-94f6d7547d54,1,4,ratio
extpub__31ebdcdf-4276-5ee5-6d71-94f6d7547d54__c3of4,extpub__31ebdcdf-4276-5ee5-6d71-94f6d7547d54,2,4,ratio
extpub__31ebdcdf-4276-5ee5-6d71-94f6d7547d54__c4of4,extpub__31ebdcdf-4276-5ee5-6d71-94f6d7547d54,3,4,ratio
extpub__3178753d-eb7f-4642-b8f6-45f838ec1696__c1of3,extpub__3178753d-eb7f-4642-b8f6-45f838ec1696,0,3,ratio
extpub__3178753d-eb7f-4642-b8f6-45f838ec1696__c2of3,extpub__3178753d-eb7f-4642-b8f6-45f838ec1696,1,3,ratio
extpub__3178753d-eb7f-4642-b8f6-45f838ec1696__c3of3,extpub__3178753d-eb7f-4642-b8f6-45f838ec1696,2,3,ratio
extpub__de0e3a73-e4f9-47a5-884a-e860f03c5ec9,extpub__de0e3a73-e4f9-47a5-884a-e860f03c5ec9,0,1,none
extpub__d0e95d0a-2e88-480f-9418-9e9d6ef01a43__c1of2,extpub__d0e95d0a-2e88-480f-9418-9e9d6ef01a43,0,2,ratio
extpub__d0e95d0a-2e88-480f-9418-9e9d6ef01a43__c2of2,extpub__d0e95d0a-2e88-480f-9418-9e9d6ef01a43,1,2,ratio
extpub__e279029f-f195-730b-ad60-9720c705f899__c1of4,extpub__e279029f-f195-730b-ad60-9720c705f899,0,4,ratio
extpub__e279029f-f195-730b-ad60-9720c705f899__c2of4,extpub__e279029f-f195-730b-ad60-9720c705f899,1,4,ratio
extpub__e279029f-f195-730b-ad60-9720c705f899__c3of4,extpub__e279029f-f195-730b-ad60-9720c705f899,2,4,ratio
extpub__e279029f-f195-730b-ad60-9720c705f899__c4of4,extpub__e279029f-f195-730b-ad60-9720c705f899,3,4,ratio
extpub__59b85b73-ef7a-9041-839a-9fd99272bd37,extpub__59b85b73-ef7a-9041-839a-9fd99272bd37,0,1,none
extpub__76c8caed-2d3c-4f1a-97bb-391972ddb59d,extpub__76c8caed-2d3c-4f1a-97bb-391972ddb59d,0,1,none
extpub__663faaaa-3893-4177-9cdc-27f15ce8cd22,extpub__663faaaa-3893-4177-9cdc-27f15ce8cd22,0,1,none
extpub__4c3eef56-f43a-4e04-ae62-eabeff05cd71,extpub__4c3eef56-f43a-4e04-ae62-eabeff05cd71,0,1,none
extpub__a3466b90-939b-e1bd-a300-f116b2410253,extpub__a3466b90-939b-e1bd-a300-f116b2410253,0,1,none
extpub__8478c367-c100-43d5-90b2-5145d6c5c4bb,extpub__8478c367-c100-43d5-90b2-5145d6c5c4bb,0,1,none
extpub__99f480f3-5f30-dd49-06f9-ba9a70fcbe1b__c1of2,extpub__99f480f3-5f30-dd49-06f9-ba9a70fcbe1b,0,2,ratio
extpub__99f480f3-5f30-dd49-06f9-ba9a70fcbe1b__c2of2,extpub__99f480f3-5f30-dd49-06f9-ba9a70fcbe1b,1,2,ratio
extpub__37828afa-b299-4c4a-9242-7cc0257af025,extpub__37828afa-b299-4c4a-9242-7cc0257af025,0,1,none
extpub__9a3f3482-c2ba-2022-486f-81cab3e02855,extpub__9a3f3482-c2ba-2022-486f-81cab3e02855,0,1,none
extpub__2e0c82b8-e2f5-4331-bc59-dfbf8bc17fce,extpub__2e0c82b8-e2f5-4331-bc59-dfbf8bc17fce,0,1,none
extpub__dc3441d5-8e29-d015-e49f-a7b47461273e,extpub__dc3441d5-8e29-d015-e49f-a7b47461273e,0,1,none
extpub__a4b06ad1-c685-504c-8821-fbd76df8c97f,extpub__a4b06ad1-c685-504c-8821-fbd76df8c97f,0,1,none
extpub__c9e3fe00-2409-f3e0-4dda-e11c64182513,extpub__c9e3fe00-2409-f3e0-4dda-e11c64182513,0,1,none
extpub__463e0c5b-9180-440c-bce0-464bc87b09a3,extpub__463e0c5b-9180-440c-bce0-464bc87b09a3,0,1,none
extpub__1e6c1075-3950-8067-87c1-d096641fbd58,extpub__1e6c1075-3950-8067-87c1-d096641fbd58,0,1,none
extpub__ae36b8de-cbb9-42b5-9ddb-771be3e3e350,extpub__ae36b8de-cbb9-42b5-9ddb-771be3e3e350,0,1,none
extpub__97695b6c-5d43-4705-b3eb-c4406e2874b1,extpub__97695b6c-5d43-4705-b3eb-c4406e2874b1,0,1,none
extpub__793d817c-84ad-46bb-97bf-990ae6bb19a4,extpub__793d817c-84ad-46bb-97bf-990ae6bb19a4,0,1,none
extpub__33ac2084-3986-b759-2c8a-b8352d1d66c3,extpub__33ac2084-3986-b759-2c8a-b8352d1d66c3,0,1,none
extpub__78882171-276f-4fa1-8cd9-47981117e61b,extpub__78882171-276f-4fa1-8cd9-47981117e61b,0,1,none
extpub__9b33f950-3f23-48f5-81eb-0ffc8f0f1195,extpub__9b33f950-3f23-48f5-81eb-0ffc8f0f1195,0,1,none
extpub__695fca1f-5737-eb45-643b-65fb24aedd1e,extpub__695fca1f-5737-eb45-643b-65fb24aedd1e,0,1,none
extpub__0361861c-a309-ee14-a5cb-8c819da14884,extpub__0361861c-a309-ee14-a5cb-8c819da14884,0,1,none
extpub__46d1e1ad-6000-b09b-6025-4d0c46760d96,extpub__46d1e1ad-6000-b09b-6025-4d0c46760d96,0,1,none
extpub__29eb2a1b-586a-4dcb-842c-3db017f3e525,extpub__29eb2a1b-586a-4dcb-842c-3db017f3e525,0,1,none
extpub__e85325ee-a6b1-129e-212b-63c6786efa66,extpub__e85325ee-a6b1-129e-212b-63c6786efa66,0,1,none
extpub__9f46375f-eacf-4607-b3d7-d3212f3e136c,extpub__9f46375f-eacf-4607-b3d7-d3212f3e136c,0,1,none
extpub__f5f41f5f-1ef9-0d31-b1b0-a17adab76035,extpub__f5f41f5f-1ef9-0d31-b1b0-a17adab76035,0,1,none
extpub__dc156c04-8f05-abb3-445c-4bda301a1a94,extpub__dc156c04-8f05-abb3-445c-4bda301a1a94,0,1,none
extpub__f0b4e0e0-6096-6698-fd41-34d85fbd1e87,extpub__f0b4e0e0-6096-6698-fd41-34d85fbd1e87,0,1,none
extpub__3939bb6a-9fab-00e6-4bd5-f6f3f8db5c95,extpub__3939bb6a-9fab-00e6-4bd5-f6f3f8db5c95,0,1,none
extpub__21cda90a-3157-4487-ac3d-7795aa7a9b60,extpub__21cda90a-3157-4487-ac3d-7795aa7a9b60,0,1,none
extpub__60128f40-93f3-4bc0-a336-5665687e50fd,extpub__60128f40-93f3-4bc0-a336-5665687e50fd,0,1,none
extpub__d8ca8d3b-8993-415b-1510-876fad9728c8,extpub__d8ca8d3b-8993-415b-1510-876fad9728c8,0,1,none
extpub__a6bf3efc-a6b4-4e4c-ac7f-92d11d33f36e,extpub__a6bf3efc-a6b4-4e4c-ac7f-92d11d33f36e,0,1,none
extpub__e977e211-2123-4081-85b6-6abbb815e810,extpub__e977e211-2123-4081-85b6-6abbb815e810,0,1,none
extpub__e904cf04-3229-4f1e-806d-3e8a28071853__c1of3,extpub__e904cf04-3229-4f1e-806d-3e8a28071853,0,3,ratio
extpub__e904cf04-3229-4f1e-806d-3e8a28071853__c2of3,extpub__e904cf04-3229-4f1e-806d-3e8a28071853,1,3,ratio
extpub__e904cf04-3229-4f1e-806d-3e8a28071853__c3of3,extpub__e904cf04-3229-4f1e-806d-3e8a28071853,2,3,ratio
extpub__02176c1f-e00b-4716-b41a-5ad8271c165d,extpub__02176c1f-e00b-4716-b41a-5ad8271c165d,0,1,none
extpub__75958e62-7e1a-b253-b9b9-4669437491ab__c1of4,extpub__75958e62-7e1a-b253-b9b9-4669437491ab,0,4,ratio
extpub__75958e62-7e1a-b253-b9b9-4669437491ab__c2of4,extpub__75958e62-7e1a-b253-b9b9-4669437491ab,1,4,ratio
extpub__75958e62-7e1a-b253-b9b9-4669437491ab__c3of4,extpub__75958e62-7e1a-b253-b9b9-4669437491ab,2,4,ratio
