asset_id,oare_id,source_kind,transliteration,remove_reason
published_source_only::0bb1990b-2a0c-478a-af97-bda76e517257,0bb1990b-2a0c-478a-af97-bda76e517257,published_source_only,5 GÍN KÙ.BABBAR a-na ni-qí-šu a-na en-na-sú-in ni-a-im ù i-sá-a 3 GÍN a-na i-ku-pí-a 1 GÍN KÙ.BABBAR a me-er-i-šu a-ḫa-ma 18 GÍN KÙ.BABBAR ší-im 2 TÚG.ḪI.A i-na li-bi me-er-e-šu 50 ma-na URUDU KI ḫa-ar-lu-ú 10 GÍN KÙ.BABBAR ší-im 2 na-ru-uq ù 2 DUG GIG iš-tí ša-ša-al-kà a-ša-at ša-ar-pá a-ḫa-ma 4 GÍN KÙ.BABBAR ší-im 1 na-ru-uq GIG iš-tí DAM en-um-a-šùr a-na mì-ma a-nim DAM ša-ar-pá qá-ta-tum KÙ.BABBAR a-na ḫa-ar-pé i-ša-qá-lá,published_duplicate
published_source_only::0d255d81-e958-4ba8-9b2d-f7a865ed6548,0d255d81-e958-4ba8-9b2d-f7a865ed6548,published_source_only,KIŠIB ba-zi-a šu-ḫu-bur ù ku-ul-ma-ku-ul-ma na-áš-pé-er-tí ma-ma-ḫi-ir ša 3 ma-na KÙ ú-šé-ru-šu-nu-tí-ni,published_duplicate
published_source_only::0d355833-f05b-420a-ad64-25bd92c18664,0d355833-f05b-420a-ad64-25bd92c18664,published_source_only,a-na e-ša-ra ù ab-ša-lim qí-bí-ma um-ma en-nam-a-šur-ma 10 GÍN KÙ.BABBAR ú ší-it-ra-am ku-nu-ki-a a-na e-ša-ra 10 GÍN KÙ.BABBAR ú 2 pá-ar-ší-ke a-na áb-ša-lim ú ṣú-ḫa-ar-tim 2 GÍN KÙ.BABBAR a-na IŠTAR-lá-ma-sí a-ḫa-tí-<gap>,published_duplicate
published_source_only::0da43292-e367-4f97-bb05-455972f075ba,0da43292-e367-4f97-bb05-455972f075ba,published_source_only,KIŠIB kà-ri-im dur4-ḫu-mì-id ša a-wa-at DINGIR-da-gán ù a-šùr-be-el-a-wa-tim i-dí-a-šùr DUMU lá-nu-ri-im pá-šé-er a-wa-tim,published_duplicate
published_source_only::0e330375-456e-4955-a1a5-083183efa458,0e330375-456e-4955-a1a5-083183efa458,published_source_only,5 ma-na KÙ.BABBAR KI a-šur-ta-ak-lá-ku iš-tù ḫa-mu-uš-tim ša a-mur-IŠTAR ú a-šur-bé-el-a-wa-tim <gap>-i ITU.KAM té-i-na-tim li-mu-um a-mur-a-šur DUMU kà-ri-a 1.5 GÍN.TA i-na ITU.1.KAM-im a-na ma-na-im ú-ṣa-áb,published_duplicate
published_source_only::0f4eb966-8f04-4a66-a72b-cb14fb877e18,0f4eb966-8f04-4a66-a72b-cb14fb877e18,published_source_only,a-na ša-lim-ma a-<gap> qí-bi-ma um-ma bé-lá-tum-ma mì-šu ša ta-ta-na-ri i-na a-lim a-šur ba-ri-a-tim ù ú-tù-ki <gap> DINGIR-ša aq-ta a-na a-lim{ki} <gap> e-lá a-bi-kà <gap> a-bu-ni i-<gap> ù at-<gap> a-ta a-ma-kam <gap>-na,published_duplicate
published_source_only::0ffacb29-5187-4831-830e-8cb556f6eeda,0ffacb29-5187-4831-830e-8cb556f6eeda,published_source_only,<gap>,published_duplicate
published_source_only::103e6d83-27e6-4dcf-ac7f-747f9674e37c,103e6d83-27e6-4dcf-ac7f-747f9674e37c,published_source_only,10 GÍN KÙ.BABBAR a-na a-dí-da a-dí-in IGI id-na-a IGI <gap>-bi-a,val_overlap
published_source_only::119e8003-bbd2-436a-83e1-2e2b1d7b2b77,119e8003-bbd2-436a-83e1-2e2b1d7b2b77,published_source_only,um-ma ḫa-na-a-ma a-na a-šur-i-mì-tí ù kà-ri-a qí-bi-ma 1 ma-na KÙ.BABBAR a-na DUMU.MÍ šál-ma-a-šur a-dí-in ṭup-pá-am ša me-er-a-at šál-ma-A-šur a-dí-da šu-ta-mu-zi ù e-lá-a iḫ-ri-im a-na-kam KÙ.BABBAR a-la-ḫu-um ú-ša-bi-ma a-ma-kam ṭup-pì-a pé-té-a-ma ṭup-pá-am ša ḫu-bu-ul DUMU.MÍ šál-ma-a-šur a-dí-da šu-ta-mu-zi ù e-lá-a a-na me-er-a-at šál-ma-a-šur dí-na-a KÙ.BABBAR ša-bu-a-ku,val_overlap
published_source_only::12b0fa98-1f9d-4ca6-8b95-62623a619e05,12b0fa98-1f9d-4ca6-8b95-62623a619e05,published_source_only,a-ta-lá-ak ú-zu-ni pé-té,published_duplicate
published_source_only::14104994-d3aa-405c-839c-e57d228475ff,14104994-d3aa-405c-839c-e57d228475ff,published_source_only,<gap> a-na pí-lá-aḫ-IŠTAR DUMU a-šur-SIPA a-na ší-a-ma-tim a-dí-in iš-tù wa-aḫ-šu-ša-na KÙ.BABBAR ší-im-ša i-na e-ra-bi-šu-ma a-na DAM.GÀR ú-šé-ba-lam IGI en-na-sú-in DUMU i-dí-a-bi-im IGI a-šùr-ta-ak-lá-ku DUMU i-ku-nim <gap> 0.5 GÍN KÙ.BABBAR iš-tí <gap> el ma <gap> GÍN <gap>,published_duplicate
published_source_only::144e5dc9-7316-4568-acfb-8ee6e6ede862,144e5dc9-7316-4568-acfb-8ee6e6ede862,published_source_only,<gap>,published_duplicate
published_source_only::14dd00c3-ae27-48b8-9800-a97d487eeedc,14dd00c3-ae27-48b8-9800-a97d487eeedc,published_source_only,<gap>,published_duplicate
published_source_only::153d2a73-1831-42ae-9137-efede68d487e,153d2a73-1831-42ae-9137-efede68d487e,published_source_only,KIŠIB šu-bé-lim DUMU ku-zi-zi-a a-na a-la-ḫi-im DUMU a-dí-la-at DUMU a-ta-a a-ḫi a-ta a-na a-wa-at ṭup-pí-im i-ḫi-id-ma iš-tí a-zu-ú tí-ir-ta-kà le-zi-ba-am,published_duplicate
published_source_only::154bfa3c-bd94-439c-b139-06e6d0a027af,154bfa3c-bd94-439c-b139-06e6d0a027af,published_source_only,1 ma-na 2 GÍN KÙ.BABBAR i-ṣé-er me-a-ri a-lá-ḫu-um i-šu iš-tù ḫa-mu-uš-tim ša a-šur-i-mì-tí ITU.KAM ša ke-na-tim li-mu-um ša qá-tí a-šur-i-mì-tí 2 GÍN.TA i-na ITU.KAM-im ṣí-ib-tám ú-ṣa-áb IGI šu-pu-na-aḫ-šu IGI a-na-lí ú-mì-šu,published_duplicate
published_source_only::15a85aae-a70f-43ca-8af1-f8cd24aaae60,15a85aae-a70f-43ca-8af1-f8cd24aaae60,published_source_only,20 ma-na URUDU ma-sí-am i-ṣé-er i-dí-a-bi-im ma-ma-ḫi-ir i-šu ITU.KAM li-mu-um bu-zu-ta-a a-na ša-na-at i-ša-qal šu-ma lá iš-qúl 1 ma-na.TA i-na ITU.KAM ṣí-ib-tám a-na 10 ma-na-e ú-ṣa-áb IGI ṣí-lu-uš-da-gan IGI a-šùr-ba-ni,published_duplicate
published_source_only::163269a4-2927-48ea-8859-989640c0b4f7,163269a4-2927-48ea-8859-989640c0b4f7,published_source_only,1 ma-na 7.5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-mur-IŠTAR DUMU da-da e-la-ma i-šu iš-tù ḫa-muš-tim ša a-la-ḫi-im ú {d}MAR.TU-ba-ni a-na 11 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA ṣí-ib-tám a-na ma-na-im i-na ITU.1.KAM ú-ṣa-áb ITU.KAM ša sà-ra-tim li-mu-um ša qá-té DINGIR-šu-GAL DUMU ba-zi-a IGI im-dí-lim DUMU šu-lá-ba-an IGI e-me-me-i DUMU a-zu-ta-a,published_duplicate
published_source_only::16830cc1-253e-40d2-b904-2b3ab6234675,16830cc1-253e-40d2-b904-2b3ab6234675,published_source_only,9 GÍN KÙ.BABBAR i li-bi a-šùr-{d}UTU-ši ù ku-ta-ba a-na ša-pá-ar-tim ú-kà-al 2 GÍN KÙ.BABBAR i li-bi šu-IŠTAR ni-a-im,published_duplicate
published_source_only::1690502b-bb18-49c3-9d24-e90e9f0d5ca7,1690502b-bb18-49c3-9d24-e90e9f0d5ca7,published_source_only,KIŠIB a-mur-{d}UTU DUMU mì-šu-ra-bi KIŠIB na-bi-sú-in DUMU {d}AB-ba-ni KIŠIB i-ku-pí-a-šùr DUMU šu-IŠTAR a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in,published_duplicate
published_source_only::1733c229-e1ec-4e0a-81bd-10278b56882e,1733c229-e1ec-4e0a-81bd-10278b56882e,published_source_only,KIŠIB kà-ri-im kà-ni-iš ṣa-ḫe-er GAL kà-ru-um kà-ni-iš ṣa-ḫe-er GAL dí-nam i-di-in-ma <gap> ma-na KÙ.BABBAR be-ú-lá-at zi-ki-im a-na a-šùr-i-dí ir-ma-a-šùr i-ša-qal,published_duplicate
published_source_only::184bcfc4-8827-4df8-87ff-6edb14f986f8,184bcfc4-8827-4df8-87ff-6edb14f986f8,published_source_only,KIŠIB šu-nu-nu DUMU a-mur-IŠTAR ṭup-pu-um ša ší-bu-tí-a ša IGI šu-ga-ri-a-im ša a-šùr wa-bar-tum ša ša-mu-ḫa i-dí-ni-ma ṭup-pá-am a-dí-in,published_duplicate
published_source_only::19050ec7-5bef-442a-a85a-54a3c4a9674c,19050ec7-5bef-442a-a85a-54a3c4a9674c,published_source_only,1 DUG GIG 3 a-za-mì-lá-tum tí-ib-nim KI a-šur-ma-lik DUMU {d}a-šur-{d}UTU-ši 3 DUG GIG KI ša-pu-na-aḫ-šu 2 DUG GIG KI wa-lá-a 3 DUG ŠE-um KI wa-lá-ma 1 DUG GIG KI wa-al-ku 3 DUG GIG KI ḫu-da 1 na-ru-uq 2 DUG ŠE-um KI i-na-ar DUMU e-lá-lí 1 na-ru-uq 3 DUG ŠE-um ŠÀ.BA 2 DUG ar-ša-tum KI du-nu-um-na ṣú-ḫa-ri-im ša ḫa-šu-i GAL re-i ŠU.NÍGIN 7 na-ru-uq lu ŠE-um lu ar-ša-tum,val_overlap
published_source_only::194a79ff-646e-41a4-9f8b-670620da1e54,194a79ff-646e-41a4-9f8b-670620da1e54,published_source_only,a-na na-áb-sú-en en-um-a-šur ù li-bur-be-lí DUMU ás-qú-di-a KIŠIB ÌR-dim DUMU ku-zi-a,published_duplicate
published_source_only::198e428d-f51b-40d1-96d8-aee4bfa60d8d,198e428d-f51b-40d1-96d8-aee4bfa60d8d,published_source_only,31 TÚG šu-ru-tum ša i-dí-sú-in 21 TÚG šu-ru-tum ša a-šur-SIPA 11 TÚG šu-ru-tum ša šu-IŠTAR 11 TÚG šu-ru-tum ša en-na-sú-in 8 TÚG a-na ni-is-ḫa-tim 10 TÚG a-na ší-mì-im 33 TÚG i-na li-wi-tim 12 TÚG ku-nu-ku-šu-nu lá-šu-ú 3 TÚG ḫa-al-qú,published_duplicate
published_source_only::1a515573-190b-4a0d-be8d-231b1dc7691f,1a515573-190b-4a0d-be8d-231b1dc7691f,published_source_only,um-ma né-er-a am-tum-ma a-na e-lá-ma qí-bi-ma ra-qá-tám ú TÚG na-áš-ú-ni-kum iš-tí lu-qú-tí-kà ù ší-it-ra-am a-na lá-ma-sí-tim a-na a-wa-tim ša ta-áš-pu-ra-ni a-wi-lu-um iḫ-tí-li-iq a-na ma-nim lá-aq-bi sà-aḫ-ra-ku-ma ú-lá a-le-e-ma ú-lá a-pá-al ša ki me-er-i-a né-nu lá nu-šé-ra-áb a-na-ku áp-lá-aḫ-ma uš-té-ri-ib li-ba-kà <gap> lá tù-lá-mì-in,val_overlap
published_source_only::1a8ab0fa-b94e-498b-ad38-8d9bdd06c4a4,1a8ab0fa-b94e-498b-ad38-8d9bdd06c4a4,published_source_only,KIŠIB a-ku-za DUMU šu-a-nim KIŠIB ú-ra-a DUMU ma-na-na KIŠIB a-šur-ba-ni DUMU ša-lim-a-šùr a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,published_duplicate
published_source_only::1ac9b4c7-7fb9-48ed-8049-3e6d9ee11ec8,1ac9b4c7-7fb9-48ed-8049-3e6d9ee11ec8,published_source_only,1 ma-na 15 GÍN KÙ.BABBAR i li-be i-lá-li-ú-ma-an a-lá-ḫi-nim tí-wa-da-i-im a-lá-ḫu-um i-šu-ú iš-tù ḫa-muš-tim ša kà-ší-im,published_duplicate
published_source_only::1b7347d9-66f4-4f15-9a03-45fcad0a6c09,1b7347d9-66f4-4f15-9a03-45fcad0a6c09,published_source_only,a-na a-lá-ḫi-im KIŠIB a-mur-ša-ra-sà <gap>,val_overlap
published_source_only::1b89399d-d4f8-4347-b88b-94f5eec0886f,1b89399d-d4f8-4347-b88b-94f5eec0886f,published_source_only,<gap> GÍN KÙ.BABBAR it-bu-lu <gap> 1 GÍN it-ba-al <gap> 2 GÍN it-ba-al-bu-lu <gap> 4 GÍN <gap> it-bu-lu <gap> GÍN it-ba-al-bu-lu a-na e-<gap> 15 ŠE a-šu-um-ke 1 UDU 1 GÍN it-ba-al mì-ma a-nim i ḫa-mu-uš-tim ša-KÙ-ul,published_duplicate
published_source_only::1c813a79-54e9-4a51-9b48-d294688cd650,1c813a79-54e9-4a51-9b48-d294688cd650,published_source_only,um-ma e-lá-ma-ma ù kur-ub-IŠTAR-ma a-na da-da ù i-na-aḫ-DINGIR qí-bi-ma 30 ma-na KÙ.BABBAR ša aḫ-ša-lim a-na a-bi-ku-nu ub-lá-ni šu-ma 15 GÍN.TA i-ba-ší AN.NA ša-ma-ma šé-bi-lá-nim šu-ma i-na 15 GÍN.TA ba-tí-iq mì-iš-lam AN.NA mì-iš-lam TÚG.ḪI.A ša-ma-ma i pá-ni-im-ma áb-kà-nim a-ni-ša-am a-ba-ra-im li-ik-šu-dam i-nu-mì AN.NA ù TÚG.ḪI.A ta-kà-na-kà i pá-ni šu-uq-lá-tim ù sí-ke TÚG.ḪI.A ša DAM.GÀR lá-pí-ta-nim i ki-dim a-wa-at-ku-nu lá i-ša-me KÙ.BABBAR ša e-la-ma,published_duplicate
published_source_only::1f79bb76-ecce-48cf-877a-7e51e19065f2,1f79bb76-ecce-48cf-877a-7e51e19065f2,published_source_only,5 GÍN KÙ.BABBAR 1 na-ru-uq ŠE-am a-na mu-la GÉME ša a-šùr-ma-sú-i en-um-a-šùr i-dí-in um-ma en-um-a-šùr-ma KÙ.BABBAR ù ú-ṭá-tám ta-al-qí-i a-dí mu-ut-ki i-lá-kà-ni a-na É-bé-tí-šu ù a ma-tí-šu lá ta-ṭá-ḫi-i šu-ma a-na bé-tí-šu ù am-tí-šu ta-ṭá-ḫi-i 5 GÍN KÙ.BABBAR ù na-ru-uq ŠE-am um-mì-ki ù a-ḫu-ki KÙ.BABBAR ù ŠE-am ú-ta-ru-nim um-ma um-ma-ša ù a-ḫu-ša nu-ta-ra-kum IGI a-šur-na-da IGI a-šur-i-dí-in IGI ta-ar-ḫu-a-lá IGI ší-li-ú-ma-an,published_duplicate
published_source_only::1f969304-1971-4333-85cc-39a89ef6a900,1f969304-1971-4333-85cc-39a89ef6a900,published_source_only,KIŠIB ṣí-lu-uš-da-gan KIŠIB a-šùr-ba-ni DUMU i-dí-a-bi-im KIŠIB i-dí-a-bi-im DUMU a-šùr-ba-ni 20 ma-na URUDU ma-sí-am i-ṣé-er i-dí-a-bi-im DUMU a-šùr-ba-ni ma-ma-ḫi-ir i-šu ITU.KAM ku-zal-li li-mu-um bu-zu-ta-a a-na ša-na-at i-ša-qal šu-ma lá iš-qú-ul a-na 10 ma-na-e 1 ma-na.TA i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb,published_duplicate
published_source_only::20b29d15-b88e-4905-9c55-2294749474af,20b29d15-b88e-4905-9c55-2294749474af,published_source_only,a-na la-ma-sà sí-tim <gap> KIŠIB <gap> mì-<gap> me-eḫ-ri <gap> ša ta-áš-pu-ri-ni <gap>,published_duplicate
published_source_only::20c4eaea-f4ba-4c7e-8af8-ed9cde8339b9,20c4eaea-f4ba-4c7e-8af8-ed9cde8339b9,published_source_only,a-na iš-ma-a-šùr DUMU ḫi-na-a a-ta-a-a DUMU bu-ṣí-a ù en-nam-a-šùr DUMU e-lá-ma DUB a-ku-ú-a DUMU a-šùr-i-dí,published_duplicate
published_source_only::20d3bfad-36f9-46a6-ac61-ac1be69c8305,20d3bfad-36f9-46a6-ac61-ac1be69c8305,published_source_only,um-ma kà-ru-um a-na ú-bar-tim ša ku-bu-ur-na-at qí-bi-ma a-na-kam me-er-ú ša-lim-a-šùr im-ḫu-ru-ni-a-tí-ma um-ma šu-nu-ma a-šùr-iš-tí-kál DUMU a-šur-SIPA KÙ.BABBAR a-na a-bi-ni ḫa-bu-ul ù a-we-lam e-mu-qí-in e-ta-ú ma-ṣa-ni a-na ša-sú-ḫi-šu a-ma-kam a-we-lam iš-tí šé-ep-IŠTAR ší-ip-ri-ni li-sú-ḫa-am ú a-tù-nu lu e-mu-uq ší-ip-ri-ni,published_duplicate
published_source_only::210032cb-e741-42db-aee7-822db9de7e20,210032cb-e741-42db-aee7-822db9de7e20,published_source_only,a-na lu-zi-na DUMU a-šùr-ba-ni a-dí-da DUMU wa-ar-dí-i-li-šu ù a-lá-ḫi-im DUMU šál-ma-a-šùr KIŠIB en-na-sú-in DUMU i-dí-a-bi-im,published_duplicate
published_source_only::21575b0c-8558-4bee-9fe1-c998edee0f96,21575b0c-8558-4bee-9fe1-c998edee0f96,published_source_only,2 GÍN KÙ.BABBAR i-nu-mì ma-nu-ba-al-ma-a-šur a-ša-sú e-ḫu-zu a-dí-in,val_overlap
published_source_only::22c99822-e9ad-4595-b753-67eb59fb804f,22c99822-e9ad-4595-b753-67eb59fb804f,published_source_only,1 ma-na 3.5 GÍN KÙ.BABBAR ṣa-ru-pá-am be-ú-lá-at a-šùr-i-mì-ti iš-tí KÙ uk-ta-al šu-ma a-na a-lim{ki} lá ik-šu-dam-ma iš-tí-a lá is-ri-dam iš-tù ḫa-mu-uš-tí-im ša ì-lí-ìš-tí-kál ù šu-a-nim 1.5 GÍN.TA 1 ma-na-im i ITU.KAM ú-ṣa-áb IGI lá-qé-pì-im IGI a-šur-ma-lik ṭup-pu-um ša a-lim{ki} ša be-ú-lá-tí-šu sà-ar,published_duplicate
published_source_only::22ed2770-dd9d-4357-90ef-ec9a209e9583,22ed2770-dd9d-4357-90ef-ec9a209e9583,published_source_only,a-na ma-nu-ki-a-šur ù a-na-na qí-bi-ma um-ma en-um-a-šur-ma 1 ṭup-pá-am ša ba-áb DINGIR ša 9.5 ma-na 3 GÍN KÙ.BABBAR ša ší-bu-tí a-lu-lá-a ù lá-qé-ep ù 1 ṭup-pu-um ša 5 GÚ URUDU ša ḫu-bu-ul ku-ra ku-nu-ki-a a-kà-li ÌR ša a-šur-ma-lik na-áš-a-ku-nu-tí a-ma-kam iš-tí a-na-na li-ib-ší-ú a-ma-kam im-ra-mu-ša a-na ba-áb-tim ša tù-um-li-a-i-im li-ḫi-id,val_overlap
published_source_only::2395a816-d162-493e-9186-2e0a2214affa,2395a816-d162-493e-9186-2e0a2214affa,published_source_only,ta-aḫ-sí-sà-tum ša tám-kà-ru-tim,published_duplicate
published_source_only::23fbe6d7-8891-49f1-b812-415e01ebcdc4,23fbe6d7-8891-49f1-b812-415e01ebcdc4,published_source_only,KIŠIB a-šur-{d}UTU-ši DUMU šu-IŠTAR KIŠIB a-šur-lá-ma-sí KIŠIB dan-a-šur DUMU ku-sú-sà-ri-im <gap> ma-na KÙ ṣa-ru-pá-am i-ṣé-er a-šur-lá-ma-sí la-ma-sà-tum tí-šu iš-tù ḫa-mu-uš-tim ša kur-ub-IŠTAR ù ì-lí-iš-ta-kál a-na 4 ITU.KAM i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,published_duplicate
published_source_only::242c0119-11f5-4f59-a8ac-6590f8081bbb,242c0119-11f5-4f59-a8ac-6590f8081bbb,published_source_only,0.5 ma-na KÙ.BABBAR i-ṣé-er a-zu a-lá-ḫu-um i-šu 5 na-ru-uq ŠE-am 5 na-ru-uq ar-ša-tim 2 UDU.ḪI.A ù 20 NINDA ṣí-ba-at KÙ.BABBAR-pì-im ù KÙ.BABBAR a-na ḫa-ar-pé-e ú-ba-lá-am IGI ga-al-ga-li-a IGI ša-ra-ak-šu-na,published_duplicate
published_source_only::252e85d8-ce7e-451d-ad0d-8b02e1c8a7a5,252e85d8-ce7e-451d-ad0d-8b02e1c8a7a5,published_source_only,<gap>,published_duplicate
published_source_only::27241e71-4aa3-4a89-9235-991efc5022e6,27241e71-4aa3-4a89-9235-991efc5022e6,published_source_only,6 GÍN KÙ.BABBAR ù 20 ak-li i-ṣé-er kà-ar-ší-ni ù a-li-li IŠTAR-lá-ma-sí tí-šu iš-tù ḫa-muš-tim ša a-šur-i-mì-tí ITU.KAM ša sà-ra-tim li-mu-um a-šur-i-mì-tí 3 GÍN KÙ.BABBAR ṣí-ba-sú ù NINDA a-na ša-na-at ú-bu-lu-nim IGI wa-al-dí-DINGIR IGI i-na-aḫ,published_duplicate
published_source_only::274cdd90-9166-41f8-b826-baeb7bc25784,274cdd90-9166-41f8-b826-baeb7bc25784,published_source_only,<gap> a-na ša-sú-ḫi-šu a-ma-kam a-we-lam iš-tí šé-ep-IŠTAR ší-ip-ri-ni li-sú-ḫa-am ú a-tù-nu lu e-mu-uq ší-ip-ri-ni,published_duplicate
published_source_only::27a814ba-f860-4468-8986-16e7ba2faaaa,27a814ba-f860-4468-8986-16e7ba2faaaa,published_source_only,2 TÚG ša DAM.MÍ kur-ub-IŠTAR a-na a-šur-ma-lik a-dí-in,published_duplicate
